Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected)
1,0.004117259552042161,0.005336179295624333,0.0,0.4,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008234519104084322,0.017075773745997867,0.0,1.0,0.022321428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012351778656126482,0.02454642475987193,0.0,1.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016469038208168644,0.030949839914621132,0.0,1.0,0.044642857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020586297760210804,0.035218783351120594,0.0,1.0,0.049107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.024703557312252964,0.04589114194236926,0.0,1.0,0.060267857142857144,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.028820816864295124,0.0576307363927428,0.0,1.0,0.08035714285714286,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.03293807641633729,0.07043756670224119,0.0,1.0,0.10044642857142858,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.03705533596837945,0.0768409818569904,0.0,1.0,0.10044642857142858,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.04117259552042161,0.09071504802561366,0.0,1.0,0.11607142857142858,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.04528985507246377,0.09178228388473852,0.0,1.0,0.11607142857142858,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.04940711462450593,0.09498399146211313,0.0,1.0,0.11607142857142858,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.05352437417654809,0.09711846318036287,0.0,1.0,0.11607142857142858,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.05764163372859025,0.09925293489861259,0.0,1.0,0.11607142857142858,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.06175889328063241,0.10245464247598719,0.0,1.0,0.11607142857142858,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.06587615283267458,0.10352187833511206,0.0,1.0,0.11607142857142858,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.06999341238471674,0.11632870864461047,0.0,1.0,0.13839285714285715,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0741106719367589,0.11953041622198506,0.0,1.0,0.140625,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.07822793148880106,0.128068303094984,0.16666666666666666,1.0,0.15625,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.08234519104084322,0.128068303094984,0.16666666666666666,1.0,0.15625,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.08646245059288538,0.13340448239060831,0.16666666666666666,1.0,0.16294642857142858,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.09057971014492754,0.13980789754535752,0.16666666666666666,1.0,0.17410714285714285,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0946969696969697,0.15048025613660618,0.16666666666666666,1.0,0.18973214285714285,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.09881422924901186,0.15795090715048027,0.16666666666666666,1.0,0.19866071428571427,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.10293148880105402,0.1632870864461046,0.16666666666666666,1.0,0.20535714285714285,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.10704874835309618,0.17395944503735325,0.16666666666666666,1.0,0.22321428571428573,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.11116600790513834,0.18356456776947705,0.16666666666666666,1.0,0.23883928571428573,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.1152832674571805,0.19850586979722518,0.16666666666666666,1.0,0.25892857142857145,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.11940052700922266,0.20811099252934898,0.16666666666666666,1.0,0.27232142857142855,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.12351778656126482,0.21878335112059766,0.16666666666666666,1.0,0.28794642857142855,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.12763504611330698,0.22411953041622198,0.16666666666666666,1.0,0.2924107142857143,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.13175230566534915,0.23692636072572038,0.16666666666666666,1.0,0.30357142857142855,0.6,0.6,0.0,0.0,0.3,0.2727272727272727,0.0,0.0,0.0,0.0
33,0.1358695652173913,0.24332977588046958,0.16666666666666666,1.0,0.31026785714285715,0.6,0.6,0.0,0.0,0.3,0.2727272727272727,0.0,0.0,0.0,0.0
34,0.13998682476943347,0.24653148345784417,0.16666666666666666,1.0,0.31473214285714285,0.6,0.6,0.0,0.0,0.3,0.2727272727272727,0.0,0.0,0.0,0.0
