Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected)
1,0.004096346059315091,0.0055762081784386614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008192692118630182,0.010223048327137546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012289038177945273,0.015799256505576207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016385384237260363,0.019516728624535316,0.0,0.1,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020481730296575455,0.023234200743494422,0.0,0.1,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0
6,0.024578076355890547,0.026022304832713755,0.0,0.1,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0
7,0.028674422415205635,0.02973977695167286,0.0,0.1,0.019230769230769232,0.0,0.0,0.1,0.012345679012345678,0.0,0.0
8,0.03277076847452073,0.0362453531598513,0.0,0.1,0.019230769230769232,0.0,0.0,0.1,0.012345679012345678,0.0,0.0
9,0.036867114533835815,0.03810408921933085,0.0,0.1,0.019230769230769232,0.0,0.0,0.1,0.012345679012345678,0.0,0.0
10,0.04096346059315091,0.041821561338289966,0.0,0.2,0.038461538461538464,0.0,0.0,0.2,0.024691358024691357,0.0,0.0
11,0.045059806652466,0.04460966542750929,0.0,0.2,0.038461538461538464,0.0,0.0,0.2,0.024691358024691357,0.0,0.0
12,0.049156152711781094,0.04553903345724907,0.0,0.2,0.038461538461538464,0.0,0.0,0.2,0.024691358024691357,0.0,0.0
13,0.05325249877109618,0.05111524163568773,0.0,0.2,0.038461538461538464,0.0,0.0,0.3,0.037037037037037035,0.0,0.0
14,0.05734884483041127,0.055762081784386616,0.0,0.2,0.038461538461538464,0.0,0.0,0.3,0.037037037037037035,0.0,0.0
15,0.061445190889726366,0.05762081784386617,0.0,0.2,0.038461538461538464,0.0,0.0,0.3,0.037037037037037035,0.0,0.0
