Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected),Pattern 8 (%),Pattern 8 (% Detected),Pattern 9 (%),Pattern 9 (% Detected),Pattern 10 (%),Pattern 10 (% Detected)
1,0.0041883062489529235,0.004765687053216839,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008376612497905847,0.009531374106433678,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
3,0.01256491874685877,0.015091342335186657,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
4,0.016753224995811694,0.022239872915011914,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
5,0.020941531244764618,0.02779984114376489,0.0,0.0,0.0,0.3,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
6,0.02512983749371754,0.03256552819698173,0.0,0.0,0.0,0.3,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.09090909090909091
7,0.029318143742670465,0.03733121525019857,0.0,0.0,0.0,0.3,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
8,0.03350644999162339,0.04447974583002383,0.0,0.0,0.0,0.3,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
9,0.03769475624057631,0.04924543288324067,0.0,0.0,0.0,0.3,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
10,0.041883062489529235,0.05480540111199365,0.0,0.0,0.0,0.4,0.0851063829787234,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
11,0.04607136873848216,0.05798252581413821,0.0,0.0,0.0,0.4,0.0851063829787234,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
12,0.05025967498743508,0.061953931691818905,0.0,0.0,0.0,0.4,0.0851063829787234,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.1,0.07142857142857142,0.2,0.07407407407407407,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
13,0.054447981236388006,0.0659253375694996,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.1,0.07142857142857142,0.3,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
14,0.05863628748534093,0.07069102462271644,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.1,0.07142857142857142,0.3,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
15,0.06282459373429385,0.07227958697378872,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.1,0.07142857142857142,0.3,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
16,0.06701289998324678,0.07466243050039714,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.1,0.07142857142857142,0.3,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
17,0.07120120623219969,0.0778395552025417,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.1,0.07142857142857142,0.3,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
18,0.07538951248115262,0.0818109610802224,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.1,0.07142857142857142,0.3,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
19,0.07957781873010554,0.09054805401111994,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.1,0.07142857142857142,0.3,0.1111111111111111,0.1,0.1,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
20,0.08376612497905847,0.09610802223987291,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.3,0.21428571428571427,0.0,0.0,0.1,0.07142857142857142,0.3,0.1111111111111111,0.1,0.1,0.0,0.0,0.2,0.2,0.1,0.09090909090909091
