Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected),Pattern 8 (%),Pattern 8 (% Detected)
1,0.004153513872736335,0.0027573529411764708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00830702774547267,0.008272058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0
3,0.012460541618209005,0.011029411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0
4,0.01661405549094534,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
5,0.020767569363681675,0.016544117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
6,0.02492108323641801,0.01838235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
7,0.029074597109154346,0.02389705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
8,0.03322811098189068,0.029411764705882353,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
9,0.03738162485462702,0.03308823529411765,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
10,0.04153513872736335,0.035845588235294115,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
11,0.04568865260009968,0.04044117647058824,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
12,0.04984216647283602,0.04136029411764706,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
13,0.05399568034557235,0.046875,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
14,0.05814919421830869,0.05238970588235294,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.1,0.09090909090909091,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
15,0.062302708091045024,0.058823529411764705,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.1,0.09090909090909091,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
16,0.06645622196378136,0.06158088235294118,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.1,0.09090909090909091,0.0,0.0,0.1,0.03333333333333333,0.2,0.18181818181818182,0.0,0.0
17,0.0706097358365177,0.06525735294117647,0.0,0.1,0.029411764705882353,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.09090909090909091,0.0,0.0,0.1,0.03333333333333333,0.2,0.18181818181818182,0.0,0.0
18,0.07476324970925403,0.06893382352941177,0.0,0.1,0.029411764705882353,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.3,0.2727272727272727,0.1,0.05555555555555555,0.1,0.03333333333333333,0.2,0.18181818181818182,0.0,0.0
19,0.07891676358199036,0.07536764705882353,0.0,0.1,0.029411764705882353,0.1,0.047619047619047616,0.1,0.1,0.1,0.07142857142857142,0.3,0.2727272727272727,0.1,0.05555555555555555,0.1,0.03333333333333333,0.2,0.18181818181818182,0.0,0.0
20,0.0830702774547267,0.078125,0.0,0.1,0.029411764705882353,0.1,0.047619047619047616,0.1,0.1,0.1,0.07142857142857142,0.3,0.2727272727272727,0.1,0.05555555555555555,0.1,0.03333333333333333,0.2,0.18181818181818182,0.0,0.0
21,0.08722379132746304,0.07996323529411764,0.0,0.1,0.029411764705882353,0.1,0.047619047619047616,0.1,0.1,0.1,0.07142857142857142,0.4,0.36363636363636365,0.1,0.05555555555555555,0.1,0.03333333333333333,0.2,0.18181818181818182,0.0,0.0
