Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected)
1,0.004043344654698367,0.0014970059880239522,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0
2,0.008086689309396733,0.004491017964071856,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0
3,0.012130033964095099,0.0074850299401197605,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0
4,0.016173378618793467,0.01347305389221557,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0
5,0.020216723273491832,0.016467065868263474,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0
6,0.024260067928190198,0.023952095808383235,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0
7,0.028303412582888564,0.02694610778443114,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0
8,0.03234675723758693,0.03293413173652695,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0
9,0.036390101892285295,0.03293413173652695,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0
10,0.040433446546983665,0.0374251497005988,0.0,0.0,0.0,0.2,0.15384615384615385,0.0,0.0
11,0.044476791201682034,0.041916167664670656,0.0,0.0,0.0,0.2,0.15384615384615385,0.0,0.0
12,0.048520135856380396,0.04341317365269461,0.0,0.0,0.0,0.2,0.15384615384615385,0.0,0.0
13,0.052563480511078765,0.04940119760479042,0.0,0.0,0.0,0.2,0.15384615384615385,0.0,0.0
14,0.05660682516577713,0.05089820359281437,0.0,0.0,0.0,0.2,0.15384615384615385,0.0,0.0
15,0.0606501698204755,0.059880239520958084,0.0,0.0,0.0,0.2,0.15384615384615385,0.0,0.0
16,0.06469351447517387,0.0658682634730539,0.0,0.0,0.0,0.2,0.15384615384615385,0.0,0.0
17,0.06873685912987224,0.0688622754491018,0.0,0.0,0.0,0.2,0.15384615384615385,0.1,0.047619047619047616
18,0.07278020378457059,0.08083832335329341,0.0,0.0,0.0,0.2,0.15384615384615385,0.1,0.047619047619047616
19,0.07682354843926896,0.08383233532934131,0.0,0.0,0.0,0.2,0.15384615384615385,0.1,0.047619047619047616
20,0.08086689309396733,0.08832335329341318,0.0,0.0,0.0,0.2,0.15384615384615385,0.1,0.047619047619047616
21,0.0849102377486657,0.08982035928143713,0.0,0.0,0.0,0.2,0.15384615384615385,0.1,0.047619047619047616
22,0.08895358240336407,0.09281437125748503,0.0,0.0,0.0,0.2,0.15384615384615385,0.1,0.047619047619047616
23,0.09299692705806242,0.09431137724550898,0.0,0.0,0.0,0.2,0.15384615384615385,0.1,0.047619047619047616
24,0.09704027171276079,0.09730538922155689,0.0,0.0,0.0,0.2,0.15384615384615385,0.2,0.09523809523809523
25,0.10108361636745916,0.10029940119760479,0.0,0.0,0.0,0.2,0.15384615384615385,0.2,0.09523809523809523
26,0.10512696102215753,0.10329341317365269,0.0,0.0,0.0,0.2,0.15384615384615385,0.2,0.09523809523809523
27,0.1091703056768559,0.10479041916167664,0.0,0.0,0.0,0.2,0.15384615384615385,0.2,0.09523809523809523
