Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected)
1,0.004106438896189225,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00821287779237845,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0
3,0.012319316688567674,0.01048951048951049,0.0,0.0,0.0,0.0,0.0
4,0.0164257555847569,0.013986013986013986,0.0,0.0,0.0,0.0,0.0
5,0.020532194480946123,0.019230769230769232,0.0,0.0,0.0,0.0,0.0
6,0.024638633377135347,0.024475524475524476,0.0,0.0,0.0,0.0,0.0
7,0.02874507227332457,0.02972027972027972,0.0,0.0,0.0,0.0,0.0
8,0.0328515111695138,0.02972027972027972,0.0,0.0,0.0,0.0,0.0
9,0.03695795006570302,0.03146853146853147,0.0,0.0,0.0,0.0,0.0
10,0.04106438896189225,0.03671328671328671,0.0,0.0,0.0,0.0,0.0
11,0.04517082785808147,0.038461538461538464,0.0,0.0,0.0,0.0,0.0
12,0.049277266754270695,0.04195804195804196,0.0,0.0,0.0,0.0,0.0
13,0.05338370565045992,0.04895104895104895,0.0,0.0,0.0,0.0,0.0
14,0.05749014454664914,0.05419580419580419,0.0,0.0,0.0,0.0,0.0
15,0.061596583442838374,0.06468531468531469,0.0,0.0,0.0,0.0,0.0
16,0.0657030223390276,0.07517482517482517,0.0,0.0,0.0,0.0,0.0
17,0.06980946123521682,0.08041958041958042,0.0,0.0,0.0,0.0,0.0
18,0.07391590013140605,0.08391608391608392,0.0,0.0,0.0,0.0,0.0
19,0.07802233902759527,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
20,0.0821287779237845,0.0944055944055944,0.0,0.0,0.0,0.0,0.0
21,0.08623521681997372,0.10139860139860139,0.0,0.0,0.0,0.0,0.0
22,0.09034165571616294,0.10839160839160839,0.0,0.0,0.0,0.0,0.0
23,0.09444809461235217,0.11538461538461539,0.0,0.0,0.0,0.0,0.0
24,0.09855453350854139,0.12062937062937062,0.0,0.0,0.0,0.0,0.0
25,0.10266097240473061,0.12062937062937062,0.0,0.0,0.0,0.0,0.0
26,0.10676741130091984,0.1258741258741259,0.0,0.0,0.0,0.1,0.07692307692307693
27,0.11087385019710906,0.13111888111888112,0.0,0.0,0.0,0.1,0.07692307692307693
28,0.11498028909329829,0.1346153846153846,0.0,0.0,0.0,0.1,0.07692307692307693
29,0.11908672798948752,0.13636363636363635,0.0,0.0,0.0,0.1,0.07692307692307693
30,0.12319316688567675,0.13986013986013987,0.0,0.0,0.0,0.1,0.07692307692307693
31,0.12729960578186597,0.14160839160839161,0.0,0.0,0.0,0.1,0.07692307692307693
32,0.1314060446780552,0.14685314685314685,0.0,0.0,0.0,0.1,0.07692307692307693
33,0.13551248357424442,0.1486013986013986,0.0,0.0,0.0,0.1,0.07692307692307693
34,0.13961892247043364,0.1520979020979021,0.0,0.0,0.0,0.1,0.07692307692307693
35,0.14372536136662287,0.1555944055944056,0.0,0.0,0.0,0.1,0.07692307692307693
36,0.1478318002628121,0.15734265734265734,0.0,0.0,0.0,0.1,0.07692307692307693
37,0.15193823915900131,0.16258741258741258,0.0,0.0,0.0,0.1,0.07692307692307693
38,0.15604467805519054,0.16433566433566432,0.0,0.0,0.0,0.1,0.07692307692307693
39,0.16015111695137976,0.17132867132867133,0.0,0.0,0.0,0.1,0.07692307692307693
40,0.164257555847569,0.17482517482517482,0.0,0.0,0.0,0.1,0.07692307692307693
41,0.1683639947437582,0.18006993006993008,0.0,0.0,0.0,0.1,0.07692307692307693
42,0.17247043363994743,0.18356643356643357,0.0,0.0,0.0,0.1,0.07692307692307693
43,0.17657687253613666,0.18356643356643357,0.0,0.0,0.0,0.1,0.07692307692307693
44,0.18068331143232588,0.1888111888111888,0.0,0.0,0.0,0.1,0.07692307692307693
45,0.1847897503285151,0.1958041958041958,0.0,0.0,0.0,0.1,0.07692307692307693
46,0.18889618922470433,0.1993006993006993,0.0,0.0,0.0,0.1,0.07692307692307693
47,0.19300262812089355,0.20279720279720279,0.0,0.0,0.0,0.1,0.07692307692307693
48,0.19710906701708278,0.20804195804195805,0.0,0.0,0.0,0.1,0.07692307692307693
49,0.201215505913272,0.21328671328671328,0.0,0.0,0.0,0.1,0.07692307692307693
50,0.20532194480946123,0.2202797202797203,0.0,0.0,0.0,0.1,0.07692307692307693
51,0.20942838370565045,0.22377622377622378,0.0,0.0,0.0,0.1,0.07692307692307693
52,0.21353482260183967,0.23076923076923078,0.0,0.0,0.0,0.1,0.07692307692307693
53,0.2176412614980289,0.23426573426573427,0.0,0.0,0.0,0.2,0.15384615384615385
54,0.22174770039421812,0.24125874125874125,0.0,0.0,0.0,0.2,0.15384615384615385
55,0.22585413929040735,0.24475524475524477,0.0,0.0,0.0,0.2,0.15384615384615385
56,0.22996057818659657,0.2517482517482518,0.0,0.0,0.0,0.3,0.23076923076923078
57,0.2340670170827858,0.25524475524475526,0.0,0.0,0.0,0.3,0.23076923076923078
58,0.23817345597897505,0.256993006993007,0.0,0.0,0.0,0.3,0.23076923076923078
59,0.24227989487516427,0.25874125874125875,0.0,0.0,0.0,0.3,0.23076923076923078
60,0.2463863337713535,0.26048951048951047,0.0,0.0,0.0,0.3,0.23076923076923078
61,0.2504927726675427,0.26573426573426573,0.0,0.0,0.0,0.4,0.3076923076923077
62,0.25459921156373194,0.2727272727272727,0.0,0.0,0.0,0.4,0.3076923076923077
63,0.25870565045992117,0.27797202797202797,0.0,0.0,0.0,0.4,0.3076923076923077
64,0.2628120893561104,0.28496503496503495,0.0,0.0,0.0,0.4,0.3076923076923077
65,0.2669185282522996,0.2902097902097902,0.0,0.0,0.0,0.4,0.3076923076923077
66,0.27102496714848884,0.29545454545454547,0.0,0.1,0.09090909090909091,0.4,0.3076923076923077
67,0.27513140604467806,0.2972027972027972,0.0,0.1,0.09090909090909091,0.4,0.3076923076923077
68,0.2792378449408673,0.29895104895104896,0.0,0.1,0.09090909090909091,0.4,0.3076923076923077
69,0.2833442838370565,0.3041958041958042,0.0,0.1,0.09090909090909091,0.4,0.3076923076923077
70,0.28745072273324573,0.3041958041958042,0.0,0.1,0.09090909090909091,0.4,0.3076923076923077
71,0.29155716162943496,0.3111888111888112,0.0,0.1,0.09090909090909091,0.4,0.3076923076923077
72,0.2956636005256242,0.31993006993006995,0.0,0.1,0.09090909090909091,0.4,0.3076923076923077
73,0.2997700394218134,0.32167832167832167,0.0,0.1,0.09090909090909091,0.4,0.3076923076923077
74,0.30387647831800263,0.32342657342657344,0.0,0.1,0.09090909090909091,0.4,0.3076923076923077
75,0.30798291721419185,0.32867132867132864,0.0,0.1,0.09090909090909091,0.4,0.3076923076923077
76,0.3120893561103811,0.3321678321678322,0.0,0.1,0.09090909090909091,0.4,0.3076923076923077
77,0.3161957950065703,0.3374125874125874,0.0,0.1,0.09090909090909091,0.4,0.3076923076923077
78,0.3203022339027595,0.34265734265734266,0.0,0.2,0.18181818181818182,0.4,0.3076923076923077
79,0.32440867279894875,0.34615384615384615,0.0,0.2,0.18181818181818182,0.4,0.3076923076923077
80,0.328515111695138,0.3479020979020979,0.0,0.2,0.18181818181818182,0.4,0.3076923076923077
81,0.3326215505913272,0.3513986013986014,0.0,0.2,0.18181818181818182,0.4,0.3076923076923077
82,0.3367279894875164,0.3513986013986014,0.0,0.2,0.18181818181818182,0.4,0.3076923076923077
83,0.34083442838370565,0.3531468531468531,0.0,0.2,0.18181818181818182,0.4,0.3076923076923077
84,0.34494086727989487,0.3548951048951049,0.0,0.2,0.18181818181818182,0.4,0.3076923076923077
85,0.3490473061760841,0.35664335664335667,0.0,0.2,0.18181818181818182,0.4,0.3076923076923077
86,0.3531537450722733,0.3583916083916084,0.0,0.2,0.18181818181818182,0.4,0.3076923076923077
87,0.35726018396846254,0.3583916083916084,0.0,0.2,0.18181818181818182,0.4,0.3076923076923077
