Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected),Pattern 8 (%),Pattern 8 (% Detected),Pattern 9 (%),Pattern 9 (% Detected),Pattern 10 (%),Pattern 10 (% Detected)
1,0.0041883062489529235,0.004765687053216839,0.0,0.0,0.0,0.1,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008376612497905847,0.007942811755361398,0.0,0.0,0.0,0.1,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.01256491874685877,0.017474185861795076,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016753224995811694,0.020651310563939634,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020941531244764618,0.024622716441620333,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.02512983749371754,0.02779984114376489,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.029318143742670465,0.03177124702144559,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.03350644999162339,0.03335980937251787,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.03769475624057631,0.03653693407466243,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.041883062489529235,0.04050833995234313,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.04607136873848216,0.04289118347895155,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.05025967498743508,0.04447974583002383,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.054447981236388006,0.04924543288324067,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.05863628748534093,0.05321683876092136,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.06282459373429385,0.057188244638602066,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.06701289998324678,0.06036536934074663,0.0,0.0,0.0,0.3,0.06382978723404255,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.07120120623219969,0.06830818109610802,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.07538951248115262,0.07148530579825259,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.07957781873010554,0.07466243050039714,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.08376612497905847,0.07942811755361398,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.08795443122801139,0.08419380460683082,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.09214273747696432,0.08975377283558379,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07142857142857142,0.2,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.09633104372591723,0.09293089753772836,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.07142857142857142,0.2,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.10051934997487016,0.09610802223987291,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.07142857142857142,0.2,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.10470765622382308,0.09928514694201747,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.07142857142857142,0.2,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.10889596247277601,0.10405083399523431,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.1,0.07142857142857142,0.2,0.2,0.1,0.07142857142857142,0.2,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.11308426872172893,0.11119936457505956,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.2,0.14285714285714285,0.2,0.2,0.1,0.07142857142857142,0.2,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.11727257497068186,0.1199364575059571,0.0,0.0,0.0,0.6,0.1276595744680851,0.0,0.0,0.2,0.14285714285714285,0.2,0.2,0.1,0.07142857142857142,0.2,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.12146088121963478,0.12152501985702939,0.0,0.0,0.0,0.6,0.1276595744680851,0.0,0.0,0.2,0.14285714285714285,0.2,0.2,0.1,0.07142857142857142,0.2,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.1256491874685877,0.1254964257347101,0.0,0.0,0.0,0.7,0.14893617021276595,0.0,0.0,0.2,0.14285714285714285,0.2,0.2,0.1,0.07142857142857142,0.2,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.12983749371754064,0.1278792692613185,0.0,0.0,0.0,0.7,0.14893617021276595,0.0,0.0,0.2,0.14285714285714285,0.2,0.2,0.1,0.07142857142857142,0.2,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.13402579996649355,0.13026211278792693,0.0,0.0,0.0,0.7,0.14893617021276595,0.0,0.0,0.2,0.14285714285714285,0.2,0.2,0.1,0.07142857142857142,0.2,0.07407407407407407,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
33,0.13821410621544647,0.13502779984114377,0.0,0.1,0.1,0.7,0.14893617021276595,0.0,0.0,0.2,0.14285714285714285,0.2,0.2,0.1,0.07142857142857142,0.3,0.1111111111111111,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
34,0.14240241246439939,0.1397934868943606,0.0,0.1,0.1,0.7,0.14893617021276595,0.0,0.0,0.2,0.14285714285714285,0.2,0.2,0.1,0.07142857142857142,0.3,0.1111111111111111,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
35,0.14659071871335233,0.14614773629864972,0.0,0.1,0.1,0.7,0.14893617021276595,0.0,0.0,0.2,0.14285714285714285,0.3,0.3,0.1,0.07142857142857142,0.3,0.1111111111111111,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
36,0.15077902496230525,0.15091342335186655,0.0,0.1,0.1,0.8,0.1702127659574468,0.0,0.0,0.2,0.14285714285714285,0.3,0.3,0.1,0.07142857142857142,0.3,0.1111111111111111,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
37,0.15496733121125816,0.15329626687847497,0.0,0.1,0.1,0.8,0.1702127659574468,0.0,0.0,0.2,0.14285714285714285,0.3,0.3,0.1,0.07142857142857142,0.3,0.1111111111111111,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
