Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected)
1,0.004170837504170837,0.0009813542688910696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008341675008341674,0.005888125613346418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012512512512512513,0.007850834151128557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01668335001668335,0.012757605495583905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020854187520854186,0.017664376840039256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.025025025025025027,0.022571148184494603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.029195862529195864,0.029440628066732092,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0333667000333667,0.0323846908734053,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
9,0.03753753753753754,0.038272816486751716,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.0,0.1,0.058823529411764705,0.0,0.0
10,0.04170837504170837,0.04317958783120707,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.0,0.1,0.058823529411764705,0.0,0.0
11,0.04587921254587921,0.04808635917566242,0.0,0.1,0.1,0.1,0.058823529411764705,0.0,0.0,0.1,0.058823529411764705,0.0,0.0
12,0.05005005005005005,0.050049067713444556,0.0,0.1,0.1,0.1,0.058823529411764705,0.0,0.0,0.1,0.058823529411764705,0.0,0.0
13,0.05422088755422089,0.058881256133464184,0.0,0.1,0.1,0.1,0.058823529411764705,0.0,0.0,0.1,0.058823529411764705,0.0,0.0
14,0.05839172505839173,0.06771344455348381,0.0,0.1,0.1,0.1,0.058823529411764705,0.0,0.0,0.1,0.058823529411764705,0.1,0.1
15,0.06256256256256257,0.06967615309126594,0.0,0.1,0.1,0.1,0.058823529411764705,0.0,0.0,0.1,0.058823529411764705,0.1,0.1
16,0.0667334000667334,0.07654563297350343,0.0,0.1,0.1,0.1,0.058823529411764705,0.2,0.13333333333333333,0.1,0.058823529411764705,0.1,0.1
17,0.07090423757090424,0.07850834151128558,0.0,0.1,0.1,0.1,0.058823529411764705,0.2,0.13333333333333333,0.1,0.058823529411764705,0.1,0.1
18,0.07507507507507508,0.07948969578017664,0.0,0.1,0.1,0.1,0.058823529411764705,0.2,0.13333333333333333,0.1,0.058823529411764705,0.1,0.1
19,0.07924591257924592,0.08145240431795878,0.0,0.1,0.1,0.1,0.058823529411764705,0.2,0.13333333333333333,0.1,0.058823529411764705,0.1,0.1
20,0.08341675008341674,0.08341511285574092,0.0,0.1,0.1,0.1,0.058823529411764705,0.2,0.13333333333333333,0.1,0.058823529411764705,0.1,0.1
21,0.08758758758758758,0.08635917566241413,0.0,0.1,0.1,0.1,0.058823529411764705,0.2,0.13333333333333333,0.1,0.058823529411764705,0.1,0.1
22,0.09175842509175842,0.09126594700686948,0.0,0.1,0.1,0.1,0.058823529411764705,0.2,0.13333333333333333,0.1,0.058823529411764705,0.1,0.1
23,0.09592926259592927,0.0971540726202159,0.0,0.1,0.1,0.1,0.058823529411764705,0.2,0.13333333333333333,0.2,0.11764705882352941,0.1,0.1
24,0.1001001001001001,0.10107948969578018,0.0,0.1,0.1,0.1,0.058823529411764705,0.3,0.2,0.3,0.17647058823529413,0.1,0.1
25,0.10427093760427093,0.10500490677134446,0.0,0.2,0.2,0.1,0.058823529411764705,0.3,0.2,0.3,0.17647058823529413,0.1,0.1
26,0.10844177510844177,0.10893032384690873,0.0,0.2,0.2,0.1,0.058823529411764705,0.3,0.2,0.3,0.17647058823529413,0.1,0.1
27,0.11261261261261261,0.11481844946025516,0.0,0.3,0.3,0.1,0.058823529411764705,0.3,0.2,0.3,0.17647058823529413,0.1,0.1
28,0.11678345011678345,0.11678115799803729,0.0,0.3,0.3,0.1,0.058823529411764705,0.3,0.2,0.3,0.17647058823529413,0.1,0.1
