Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected)
1,0.004170837504170837,0.005888125613346418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
2,0.008341675008341674,0.009813542688910697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
3,0.012512512512512513,0.017664376840039256,0.0,0.3,0.019736842105263157,0.0,0.0,0.0,0.0,0.1,0.011494252873563218,0.2,0.15384615384615385,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
4,0.01668335001668335,0.020608439646712464,0.0,0.3,0.019736842105263157,0.1,0.034482758620689655,0.0,0.0,0.1,0.011494252873563218,0.2,0.15384615384615385,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
5,0.020854187520854186,0.02747791952894995,0.0,0.3,0.019736842105263157,0.1,0.034482758620689655,0.0,0.0,0.1,0.011494252873563218,0.5,0.38461538461538464,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
6,0.025025025025025027,0.0323846908734053,0.0,0.3,0.019736842105263157,0.1,0.034482758620689655,0.0,0.0,0.1,0.011494252873563218,0.5,0.38461538461538464,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
7,0.029195862529195864,0.03729146221786065,0.0,0.3,0.019736842105263157,0.1,0.034482758620689655,0.0,0.0,0.1,0.011494252873563218,0.5,0.38461538461538464,0.1,0.07692307692307693,0.1,0.08333333333333333,0.0,0.0
8,0.0333667000333667,0.042198233562315994,0.0,0.3,0.019736842105263157,0.1,0.034482758620689655,0.0,0.0,0.1,0.011494252873563218,0.5,0.38461538461538464,0.1,0.07692307692307693,0.1,0.08333333333333333,0.0,0.0
9,0.03753753753753754,0.04906771344455348,0.0,0.4,0.02631578947368421,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.6,0.46153846153846156,0.1,0.07692307692307693,0.1,0.08333333333333333,0.0,0.0
10,0.04170837504170837,0.05789990186457311,0.0,0.7,0.046052631578947366,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.6,0.46153846153846156,0.1,0.07692307692307693,0.1,0.08333333333333333,0.0,0.0
11,0.04587921254587921,0.06182531894013739,0.0,0.9,0.05921052631578947,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.6,0.46153846153846156,0.1,0.07692307692307693,0.1,0.08333333333333333,0.0,0.0
12,0.05005005005005005,0.07163886162904809,0.0,1.0,0.07236842105263158,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.6,0.46153846153846156,0.1,0.07692307692307693,0.2,0.16666666666666666,0.0,0.0
13,0.05422088755422089,0.0775269872423945,0.0,1.0,0.07894736842105263,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.6,0.46153846153846156,0.1,0.07692307692307693,0.2,0.16666666666666666,0.0,0.0
14,0.05839172505839173,0.08439646712463199,0.0,1.0,0.07894736842105263,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.6,0.46153846153846156,0.1,0.07692307692307693,0.2,0.16666666666666666,0.0,0.0
15,0.06256256256256257,0.08930323846908735,0.0,1.0,0.07894736842105263,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.6,0.46153846153846156,0.1,0.07692307692307693,0.2,0.16666666666666666,0.0,0.0
16,0.0667334000667334,0.09519136408243375,0.0,1.0,0.08552631578947369,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.6,0.46153846153846156,0.1,0.07692307692307693,0.2,0.16666666666666666,0.0,0.0
17,0.07090423757090424,0.10009813542688911,0.0,1.0,0.09210526315789473,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.6,0.46153846153846156,0.1,0.07692307692307693,0.2,0.16666666666666666,0.0,0.0
18,0.07507507507507508,0.1069676153091266,0.0,1.0,0.10526315789473684,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.6,0.46153846153846156,0.1,0.07692307692307693,0.2,0.16666666666666666,0.0,0.0
19,0.07924591257924592,0.1099116781157998,0.0,1.0,0.10526315789473684,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.6,0.46153846153846156,0.1,0.07692307692307693,0.2,0.16666666666666666,0.0,0.0
20,0.08341675008341674,0.11383709519136408,0.0,1.0,0.10526315789473684,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.6,0.46153846153846156,0.1,0.07692307692307693,0.2,0.16666666666666666,0.0,0.0
21,0.08758758758758758,0.11874386653581943,0.0,1.0,0.10526315789473684,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.7,0.5384615384615384,0.1,0.07692307692307693,0.2,0.16666666666666666,0.1,0.09090909090909091
22,0.09175842509175842,0.12463199214916584,0.0,1.0,0.10526315789473684,0.2,0.06896551724137931,0.0,0.0,0.1,0.011494252873563218,0.7,0.5384615384615384,0.1,0.07692307692307693,0.2,0.16666666666666666,0.1,0.09090909090909091
23,0.09592926259592927,0.13150147203140333,0.0,1.0,0.10526315789473684,0.3,0.10344827586206896,0.0,0.0,0.1,0.011494252873563218,0.7,0.5384615384615384,0.1,0.07692307692307693,0.2,0.16666666666666666,0.1,0.09090909090909091
24,0.1001001001001001,0.13542688910696762,0.0,1.0,0.1118421052631579,0.3,0.10344827586206896,0.0,0.0,0.1,0.011494252873563218,0.7,0.5384615384615384,0.1,0.07692307692307693,0.2,0.16666666666666666,0.1,0.09090909090909091
25,0.10427093760427093,0.13837095191364082,0.0,1.0,0.11842105263157894,0.3,0.10344827586206896,0.0,0.0,0.1,0.011494252873563218,0.7,0.5384615384615384,0.1,0.07692307692307693,0.2,0.16666666666666666,0.1,0.09090909090909091
26,0.10844177510844177,0.1481844946025515,0.0,1.0,0.11842105263157894,0.3,0.10344827586206896,0.0,0.0,0.1,0.011494252873563218,0.8,0.6153846153846154,0.1,0.07692307692307693,0.2,0.16666666666666666,0.1,0.09090909090909091
27,0.11261261261261261,0.15407262021589793,0.0,1.0,0.11842105263157894,0.3,0.10344827586206896,0.0,0.0,0.1,0.011494252873563218,0.8,0.6153846153846154,0.1,0.07692307692307693,0.2,0.16666666666666666,0.1,0.09090909090909091
28,0.11678345011678345,0.15799803729146222,0.0,1.0,0.11842105263157894,0.4,0.13793103448275862,0.0,0.0,0.1,0.011494252873563218,0.8,0.6153846153846154,0.1,0.07692307692307693,0.2,0.16666666666666666,0.2,0.18181818181818182
29,0.12095428762095428,0.16683022571148184,0.0,1.0,0.11842105263157894,0.4,0.13793103448275862,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.1,0.07692307692307693,0.2,0.16666666666666666,0.2,0.18181818181818182
30,0.12512512512512514,0.17664376840039253,0.0,1.0,0.125,0.5,0.1724137931034483,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.2,0.15384615384615385,0.2,0.16666666666666666,0.2,0.18181818181818182
31,0.12929596262929596,0.18253189401373895,0.0,1.0,0.125,0.5,0.1724137931034483,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.2,0.15384615384615385,0.2,0.16666666666666666,0.2,0.18181818181818182
32,0.1334668001334668,0.1903827281648675,0.0,1.0,0.13815789473684212,0.5,0.1724137931034483,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.2,0.15384615384615385,0.2,0.16666666666666666,0.2,0.18181818181818182
33,0.13763763763763764,0.19234543670264967,0.0,1.0,0.13815789473684212,0.5,0.1724137931034483,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.2,0.15384615384615385,0.2,0.16666666666666666,0.2,0.18181818181818182
34,0.14180847514180847,0.19627085377821393,0.0,1.0,0.13815789473684212,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.3,0.23076923076923078,0.2,0.16666666666666666,0.2,0.18181818181818182
35,0.14597931264597933,0.19921491658488713,0.0,1.0,0.13815789473684212,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.3,0.23076923076923078,0.2,0.16666666666666666,0.2,0.18181818181818182
36,0.15015015015015015,0.20510304219823355,0.0,1.0,0.13815789473684212,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.4,0.3076923076923077,0.2,0.16666666666666666,0.2,0.18181818181818182
37,0.15432098765432098,0.20902845927379785,0.0,1.0,0.13815789473684212,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.4,0.3076923076923077,0.2,0.16666666666666666,0.2,0.18181818181818182
38,0.15849182515849183,0.2139352306182532,0.0,1.0,0.14473684210526316,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.4,0.3076923076923077,0.2,0.16666666666666666,0.2,0.18181818181818182
39,0.16266266266266266,0.2168792934249264,0.0,1.0,0.14473684210526316,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.5,0.38461538461538464,0.2,0.16666666666666666,0.2,0.18181818181818182
40,0.1668335001668335,0.22276741903827282,0.0,1.0,0.1513157894736842,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.6,0.46153846153846156,0.2,0.16666666666666666,0.2,0.18181818181818182
41,0.17100433767100434,0.22571148184494602,0.0,1.0,0.1513157894736842,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.6,0.46153846153846156,0.2,0.16666666666666666,0.2,0.18181818181818182
42,0.17517517517517517,0.23159960745829244,0.0,1.0,0.1513157894736842,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.6,0.46153846153846156,0.2,0.16666666666666666,0.2,0.18181818181818182
43,0.17934601267934602,0.23748773307163887,0.0,1.0,0.1513157894736842,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.6,0.46153846153846156,0.2,0.16666666666666666,0.2,0.18181818181818182
44,0.18351685018351685,0.239450441609421,0.0,1.0,0.15789473684210525,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.6,0.46153846153846156,0.2,0.16666666666666666,0.2,0.18181818181818182
45,0.18768768768768768,0.2463199214916585,0.0,1.0,0.15789473684210525,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.8,0.6153846153846154,0.2,0.16666666666666666,0.2,0.18181818181818182
46,0.19185852519185853,0.2522080471050049,0.0,1.0,0.15789473684210525,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.8,0.6153846153846154,0.2,0.16666666666666666,0.2,0.18181818181818182
47,0.19602936269602936,0.26005888125613347,0.0,1.0,0.16447368421052633,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.8,0.6153846153846154,0.2,0.16666666666666666,0.3,0.2727272727272727
48,0.2002002002002002,0.26594700686947986,0.0,1.0,0.16447368421052633,0.6,0.20689655172413793,0.0,0.0,0.2,0.022988505747126436,0.8,0.6153846153846154,0.8,0.6153846153846154,0.2,0.16666666666666666,0.3,0.2727272727272727
49,0.20437103770437104,0.2698724239450442,0.0,1.0,0.16447368421052633,0.6,0.20689655172413793,0.0,0.0,0.3,0.034482758620689655,0.9,0.6923076923076923,0.8,0.6153846153846154,0.2,0.16666666666666666,0.3,0.2727272727272727
50,0.20854187520854187,0.2757605495583906,0.0,1.0,0.17105263157894737,0.6,0.20689655172413793,0.0,0.0,0.3,0.034482758620689655,0.9,0.6923076923076923,0.8,0.6153846153846154,0.2,0.16666666666666666,0.4,0.36363636363636365
51,0.21271271271271272,0.2826300294406281,0.125,1.0,0.17763157894736842,0.6,0.20689655172413793,0.0,0.0,0.4,0.04597701149425287,1.0,0.7692307692307693,0.8,0.6153846153846154,0.2,0.16666666666666666,0.4,0.36363636363636365
52,0.21688355021688355,0.2826300294406281,0.125,1.0,0.17763157894736842,0.6,0.20689655172413793,0.0,0.0,0.4,0.04597701149425287,1.0,0.7692307692307693,0.8,0.6153846153846154,0.2,0.16666666666666666,0.4,0.36363636363636365
