id_2,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_3,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_4,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_5,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_6,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_7,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_8,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_9,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_10,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_11,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_12,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_13,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_14,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
id_15,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0
Overall,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0,1.0±0.0


