Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected)
1,0.0041883062489529235,0.0023828435266084196,0.0,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008376612497905847,0.005559968228752979,0.0,0.1,0.09090909090909091,0.1,0.004291845493562232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.01256491874685877,0.007942811755361398,0.0,0.1,0.09090909090909091,0.1,0.004291845493562232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016753224995811694,0.016679904686258934,0.0,0.1,0.09090909090909091,0.7,0.030042918454935622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020941531244764618,0.024622716441620333,0.0,0.1,0.09090909090909091,0.7,0.030042918454935622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.02512983749371754,0.030976965845909452,0.0,0.1,0.09090909090909091,0.7,0.030042918454935622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.029318143742670465,0.04209690230341541,0.0,0.1,0.09090909090909091,0.8,0.034334763948497854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.03350644999162339,0.048451151707704525,0.0,0.1,0.09090909090909091,0.8,0.034334763948497854,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0
9,0.03769475624057631,0.05798252581413821,0.0,0.1,0.09090909090909091,0.8,0.034334763948497854,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.1,0.0,0.0
10,0.041883062489529235,0.06910246227164417,0.0,0.2,0.18181818181818182,0.9,0.03862660944206009,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.0
11,0.04607136873848216,0.07942811755361398,0.0,0.2,0.18181818181818182,1.0,0.04721030042918455,0.0,0.0,0.0,0.0,0.3,0.15,0.1,0.1,0.0,0.0
12,0.05025967498743508,0.08657664813343924,0.0,0.2,0.18181818181818182,1.0,0.060085836909871244,0.0,0.0,0.0,0.0,0.3,0.15,0.1,0.1,0.0,0.0
