Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected)
1,0.004117259552042161,0.0021344717182497333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008234519104084322,0.0064034151547491995,0.0,0.4,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012351778656126482,0.011739594450373533,0.0,0.8,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016469038208168644,0.020277481323372464,0.16666666666666666,1.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020586297760210804,0.020277481323372464,0.16666666666666666,1.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.024703557312252964,0.02454642475987193,0.16666666666666666,1.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.028820816864295124,0.025613660618996798,0.16666666666666666,1.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.03293807641633729,0.032017075773746,0.16666666666666666,1.0,0.033482142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.03705533596837945,0.03948772678762007,0.16666666666666666,1.0,0.04241071428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.04117259552042161,0.051227321237993596,0.16666666666666666,1.0,0.05133928571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
11,0.04528985507246377,0.06510138740661686,0.16666666666666666,1.0,0.07589285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
12,0.04940711462450593,0.07257203842049093,0.16666666666666666,1.0,0.08705357142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
13,0.05352437417654809,0.0768409818569904,0.16666666666666666,1.0,0.08928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
14,0.05764163372859025,0.08217716115261472,0.16666666666666666,1.0,0.09151785714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
15,0.06175889328063241,0.08431163287086446,0.16666666666666666,1.0,0.09598214285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
16,0.06587615283267458,0.0864461045891142,0.16666666666666666,1.0,0.09598214285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
17,0.06999341238471674,0.08858057630736393,0.16666666666666666,1.0,0.09598214285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
18,0.0741106719367589,0.09391675560298826,0.16666666666666666,1.0,0.09598214285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
19,0.07822793148880106,0.09711846318036287,0.16666666666666666,1.0,0.09821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
20,0.08234519104084322,0.10352187833511206,0.16666666666666666,1.0,0.10044642857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
21,0.08646245059288538,0.10779082177161152,0.16666666666666666,1.0,0.10267857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
22,0.09057971014492754,0.10885805763073639,0.16666666666666666,1.0,0.10267857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
23,0.0946969696969697,0.11419423692636073,0.16666666666666666,1.0,0.10491071428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
24,0.09881422924901186,0.11632870864461047,0.16666666666666666,1.0,0.10491071428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
25,0.10293148880105402,0.12700106723585913,0.16666666666666666,1.0,0.11160714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
26,0.10704874835309618,0.13553895410885805,0.16666666666666666,1.0,0.12276785714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
27,0.11116600790513834,0.14087513340448238,0.16666666666666666,1.0,0.12946428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
28,0.1152832674571805,0.14621131270010673,0.16666666666666666,1.0,0.13839285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
29,0.11940052700922266,0.15154749199573106,0.16666666666666666,1.0,0.14955357142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
30,0.12351778656126482,0.15581643543223053,0.16666666666666666,1.0,0.15401785714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
31,0.12763504611330698,0.16008537886872998,0.16666666666666666,1.0,0.15401785714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
32,0.13175230566534915,0.16115261472785486,0.16666666666666666,1.0,0.15401785714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
33,0.1358695652173913,0.16542155816435433,0.16666666666666666,1.0,0.15848214285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
34,0.13998682476943347,0.16969050160085378,0.16666666666666666,1.0,0.16741071428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
35,0.14410408432147562,0.1728922091782284,0.16666666666666666,1.0,0.16741071428571427,0.0,0.0,0.1,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0
36,0.1482213438735178,0.17502668089647813,0.16666666666666666,1.0,0.16741071428571427,0.0,0.0,0.1,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0
37,0.15233860342555994,0.18356456776947705,0.16666666666666666,1.0,0.171875,0.0,0.0,0.1,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0
38,0.1564558629776021,0.18676627534685167,0.16666666666666666,1.0,0.171875,0.0,0.0,0.1,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0
39,0.16057312252964426,0.18996798292422626,0.16666666666666666,1.0,0.171875,0.0,0.0,0.1,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0
40,0.16469038208168643,0.19316969050160085,0.16666666666666666,1.0,0.171875,0.0,0.0,0.1,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0
41,0.16880764163372858,0.19850586979722518,0.16666666666666666,1.0,0.171875,0.1,0.1,0.1,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0
42,0.17292490118577075,0.20490928495197439,0.16666666666666666,1.0,0.171875,0.1,0.1,0.1,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0
43,0.1770421607378129,0.2102454642475987,0.16666666666666666,1.0,0.171875,0.1,0.1,0.1,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0
44,0.18115942028985507,0.21237993596584845,0.16666666666666666,1.0,0.17633928571428573,0.1,0.1,0.1,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0
45,0.18527667984189725,0.21451440768409819,0.16666666666666666,1.0,0.17857142857142858,0.1,0.1,0.1,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0
46,0.1893939393939394,0.21878335112059766,0.16666666666666666,1.0,0.18080357142857142,0.1,0.1,0.1,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0
47,0.19351119894598157,0.22625400213447172,0.16666666666666666,1.0,0.18526785714285715,0.1,0.1,0.1,0.06666666666666667,0.1,0.09090909090909091,0.1,0.1,0.0,0.0
48,0.1976284584980237,0.23265741728922093,0.16666666666666666,1.0,0.19419642857142858,0.1,0.1,0.1,0.06666666666666667,0.1,0.09090909090909091,0.1,0.1,0.0,0.0
49,0.2017457180500659,0.2390608324439701,0.16666666666666666,1.0,0.19866071428571427,0.1,0.1,0.1,0.06666666666666667,0.1,0.09090909090909091,0.1,0.1,0.0,0.0
50,0.20586297760210803,0.24332977588046958,0.16666666666666666,1.0,0.203125,0.1,0.1,0.1,0.06666666666666667,0.1,0.09090909090909091,0.1,0.1,0.0,0.0
51,0.2099802371541502,0.2497331910352188,0.16666666666666666,1.0,0.20758928571428573,0.1,0.1,0.1,0.06666666666666667,0.1,0.09090909090909091,0.1,0.1,0.0,0.0
52,0.21409749670619235,0.256136606189968,0.16666666666666666,1.0,0.21205357142857142,0.1,0.1,0.1,0.06666666666666667,0.1,0.09090909090909091,0.1,0.1,0.0,0.0
