Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected)
1,0.004106438896189225,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00821287779237845,0.020833333333333332,0.0,0.1,0.09090909090909091,0.0,0.0
3,0.012319316688567674,0.020833333333333332,0.0,0.1,0.09090909090909091,0.0,0.0
4,0.0164257555847569,0.020833333333333332,0.0,0.1,0.09090909090909091,0.0,0.0
5,0.020532194480946123,0.041666666666666664,0.0,0.2,0.18181818181818182,0.0,0.0
6,0.024638633377135347,0.041666666666666664,0.0,0.2,0.18181818181818182,0.0,0.0
7,0.02874507227332457,0.041666666666666664,0.0,0.2,0.18181818181818182,0.0,0.0
8,0.0328515111695138,0.041666666666666664,0.0,0.2,0.18181818181818182,0.0,0.0
9,0.03695795006570302,0.0625,0.0,0.2,0.18181818181818182,0.0,0.0
10,0.04106438896189225,0.0625,0.0,0.2,0.18181818181818182,0.0,0.0
11,0.04517082785808147,0.0625,0.0,0.2,0.18181818181818182,0.0,0.0
12,0.049277266754270695,0.0625,0.0,0.2,0.18181818181818182,0.0,0.0
13,0.05338370565045992,0.0625,0.0,0.2,0.18181818181818182,0.0,0.0
14,0.05749014454664914,0.0625,0.0,0.2,0.18181818181818182,0.0,0.0
15,0.061596583442838374,0.0625,0.0,0.2,0.18181818181818182,0.0,0.0
16,0.0657030223390276,0.08333333333333333,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
17,0.06980946123521682,0.08333333333333333,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
18,0.07391590013140605,0.10416666666666667,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
19,0.07802233902759527,0.10416666666666667,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
20,0.0821287779237845,0.10416666666666667,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
21,0.08623521681997372,0.10416666666666667,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
22,0.09034165571616294,0.125,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
23,0.09444809461235217,0.125,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
24,0.09855453350854139,0.125,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
25,0.10266097240473061,0.125,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
26,0.10676741130091984,0.14583333333333334,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
27,0.11087385019710906,0.14583333333333334,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
28,0.11498028909329829,0.14583333333333334,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
29,0.11908672798948752,0.14583333333333334,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
30,0.12319316688567675,0.14583333333333334,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
31,0.12729960578186597,0.14583333333333334,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
32,0.1314060446780552,0.14583333333333334,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
33,0.13551248357424442,0.16666666666666666,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
34,0.13961892247043364,0.1875,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
35,0.14372536136662287,0.1875,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
36,0.1478318002628121,0.1875,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
37,0.15193823915900131,0.1875,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
38,0.15604467805519054,0.1875,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
39,0.16015111695137976,0.1875,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
40,0.164257555847569,0.1875,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
41,0.1683639947437582,0.1875,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
42,0.17247043363994743,0.1875,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
43,0.17657687253613666,0.1875,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
44,0.18068331143232588,0.20833333333333334,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
45,0.1847897503285151,0.20833333333333334,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
46,0.18889618922470433,0.20833333333333334,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
47,0.19300262812089355,0.20833333333333334,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
48,0.19710906701708278,0.20833333333333334,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
49,0.201215505913272,0.20833333333333334,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
50,0.20532194480946123,0.20833333333333334,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
51,0.20942838370565045,0.22916666666666666,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
52,0.21353482260183967,0.22916666666666666,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
53,0.2176412614980289,0.22916666666666666,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
54,0.22174770039421812,0.22916666666666666,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
55,0.22585413929040735,0.22916666666666666,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
56,0.22996057818659657,0.22916666666666666,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
