Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected),Pattern 8 (%),Pattern 8 (% Detected)
1,0.004153513872736335,0.005780346820809248,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00830702774547267,0.005780346820809248,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012460541618209005,0.008670520231213872,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01661405549094534,0.023121387283236993,0.0,0.2,0.058823529411764705,0.1,0.047619047619047616,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020767569363681675,0.028901734104046242,0.0,0.2,0.058823529411764705,0.1,0.047619047619047616,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
6,0.02492108323641801,0.031791907514450865,0.0,0.2,0.058823529411764705,0.1,0.047619047619047616,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
7,0.029074597109154346,0.03468208092485549,0.0,0.2,0.058823529411764705,0.1,0.047619047619047616,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
8,0.03322811098189068,0.046242774566473986,0.0,0.3,0.08823529411764706,0.3,0.14285714285714285,0.0,0.0,0.2,0.14285714285714285,0.1,0.09090909090909091,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
9,0.03738162485462702,0.046242774566473986,0.0,0.3,0.08823529411764706,0.3,0.14285714285714285,0.0,0.0,0.2,0.14285714285714285,0.1,0.09090909090909091,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
10,0.04153513872736335,0.049132947976878616,0.0,0.3,0.08823529411764706,0.3,0.14285714285714285,0.0,0.0,0.2,0.14285714285714285,0.1,0.09090909090909091,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
11,0.04568865260009968,0.05202312138728324,0.0,0.3,0.08823529411764706,0.3,0.14285714285714285,0.0,0.0,0.3,0.21428571428571427,0.1,0.09090909090909091,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
12,0.04984216647283602,0.06358381502890173,0.0,0.4,0.11764705882352941,0.4,0.19047619047619047,0.1,0.1,0.3,0.21428571428571427,0.1,0.09090909090909091,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
13,0.05399568034557235,0.07225433526011561,0.0,0.5,0.14705882352941177,0.4,0.19047619047619047,0.1,0.1,0.3,0.21428571428571427,0.1,0.09090909090909091,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
14,0.05814919421830869,0.07225433526011561,0.0,0.5,0.14705882352941177,0.4,0.19047619047619047,0.1,0.1,0.3,0.21428571428571427,0.1,0.09090909090909091,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
15,0.062302708091045024,0.08092485549132948,0.0,0.5,0.14705882352941177,0.4,0.19047619047619047,0.1,0.1,0.3,0.21428571428571427,0.1,0.09090909090909091,0.2,0.1111111111111111,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
16,0.06645622196378136,0.08092485549132948,0.0,0.5,0.14705882352941177,0.4,0.19047619047619047,0.1,0.1,0.3,0.21428571428571427,0.1,0.09090909090909091,0.2,0.1111111111111111,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
17,0.0706097358365177,0.0838150289017341,0.0,0.6,0.17647058823529413,0.4,0.19047619047619047,0.1,0.1,0.3,0.21428571428571427,0.1,0.09090909090909091,0.2,0.1111111111111111,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
18,0.07476324970925403,0.0953757225433526,0.0,0.6,0.17647058823529413,0.5,0.23809523809523808,0.1,0.1,0.3,0.21428571428571427,0.1,0.09090909090909091,0.3,0.16666666666666666,0.2,0.06666666666666667,0.0,0.0,0.0,0.0
19,0.07891676358199036,0.09826589595375723,0.0,0.6,0.17647058823529413,0.5,0.23809523809523808,0.1,0.1,0.3,0.21428571428571427,0.1,0.09090909090909091,0.3,0.16666666666666666,0.2,0.06666666666666667,0.0,0.0,0.0,0.0
20,0.0830702774547267,0.09826589595375723,0.0,0.6,0.17647058823529413,0.5,0.23809523809523808,0.1,0.1,0.3,0.21428571428571427,0.1,0.09090909090909091,0.3,0.16666666666666666,0.2,0.06666666666666667,0.0,0.0,0.0,0.0
21,0.08722379132746304,0.10404624277456648,0.0,0.6,0.17647058823529413,0.6,0.2857142857142857,0.1,0.1,0.3,0.21428571428571427,0.1,0.09090909090909091,0.3,0.16666666666666666,0.3,0.1,0.0,0.0,0.0,0.0
22,0.09137730520019936,0.11560693641618497,0.0,0.7,0.20588235294117646,0.6,0.2857142857142857,0.1,0.1,0.4,0.2857142857142857,0.1,0.09090909090909091,0.3,0.16666666666666666,0.3,0.1,0.0,0.0,0.1,0.041666666666666664
23,0.0955308190729357,0.11849710982658959,0.0,0.7,0.20588235294117646,0.6,0.2857142857142857,0.1,0.1,0.4,0.2857142857142857,0.1,0.09090909090909091,0.3,0.16666666666666666,0.4,0.13333333333333333,0.0,0.0,0.1,0.041666666666666664
24,0.09968433294567204,0.12138728323699421,0.0,0.7,0.20588235294117646,0.7,0.3333333333333333,0.1,0.1,0.4,0.2857142857142857,0.1,0.09090909090909091,0.3,0.16666666666666666,0.4,0.13333333333333333,0.0,0.0,0.1,0.041666666666666664
25,0.10383784681840838,0.1329479768786127,0.0,0.7,0.20588235294117646,0.7,0.3333333333333333,0.1,0.1,0.4,0.2857142857142857,0.1,0.09090909090909091,0.3,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.1,0.041666666666666664
