Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected),Pattern 8 (%),Pattern 8 (% Detected),Pattern 9 (%),Pattern 9 (% Detected),Pattern 10 (%),Pattern 10 (% Detected)
1,0.0041883062489529235,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008376612497905847,0.02023121387283237,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.01256491874685877,0.023121387283236993,0.0,0.1,0.1,0.1,0.02127659574468085,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016753224995811694,0.028901734104046242,0.0,0.1,0.1,0.2,0.0425531914893617,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020941531244764618,0.031791907514450865,0.0,0.1,0.1,0.2,0.0425531914893617,0.0,0.0,0.2,0.14285714285714285,0.1,0.1,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.02512983749371754,0.04046242774566474,0.0,0.1,0.1,0.2,0.0425531914893617,0.0,0.0,0.2,0.14285714285714285,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091
7,0.029318143742670465,0.046242774566473986,0.0,0.1,0.1,0.2,0.0425531914893617,0.0,0.0,0.2,0.14285714285714285,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.09090909090909091
8,0.03350644999162339,0.049132947976878616,0.0,0.1,0.1,0.2,0.0425531914893617,0.0,0.0,0.2,0.14285714285714285,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.09090909090909091
9,0.03769475624057631,0.05202312138728324,0.0,0.1,0.1,0.2,0.0425531914893617,0.0,0.0,0.2,0.14285714285714285,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.09090909090909091
10,0.041883062489529235,0.05202312138728324,0.0,0.1,0.1,0.2,0.0425531914893617,0.0,0.0,0.2,0.14285714285714285,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.09090909090909091
11,0.04607136873848216,0.05202312138728324,0.0,0.1,0.1,0.2,0.0425531914893617,0.0,0.0,0.2,0.14285714285714285,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.09090909090909091
12,0.05025967498743508,0.057803468208092484,0.0,0.1,0.1,0.2,0.0425531914893617,0.0,0.0,0.2,0.14285714285714285,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.09090909090909091
13,0.054447981236388006,0.06069364161849711,0.0,0.1,0.1,0.2,0.0425531914893617,0.0,0.0,0.2,0.14285714285714285,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.09090909090909091
14,0.05863628748534093,0.06647398843930635,0.0,0.1,0.1,0.3,0.06382978723404255,0.0,0.0,0.2,0.14285714285714285,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.09090909090909091
15,0.06282459373429385,0.07225433526011561,0.0,0.1,0.1,0.3,0.06382978723404255,0.0,0.0,0.2,0.14285714285714285,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.09090909090909091
16,0.06701289998324678,0.07514450867052024,0.0,0.1,0.1,0.3,0.06382978723404255,0.1,0.1,0.2,0.14285714285714285,0.1,0.1,0.1,0.07142857142857142,0.1,0.037037037037037035,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.09090909090909091
