Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected)
1,0.0040186465198521135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008037293039704227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012055939559556342,0.006172839506172839,0.0,0.1,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016074586079408454,0.012345679012345678,0.0,0.1,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020093232599260567,0.018518518518518517,0.0,0.1,0.02631578947368421,0.0,0.0,0.1,0.1,0.0,0.0
6,0.024111879119112684,0.018518518518518517,0.0,0.1,0.02631578947368421,0.0,0.0,0.1,0.1,0.0,0.0
7,0.028130525638964798,0.018518518518518517,0.0,0.1,0.02631578947368421,0.0,0.0,0.1,0.1,0.0,0.0
8,0.03214917215881691,0.018518518518518517,0.0,0.1,0.02631578947368421,0.0,0.0,0.1,0.1,0.0,0.0
9,0.03616781867866902,0.018518518518518517,0.0,0.1,0.02631578947368421,0.0,0.0,0.1,0.1,0.0,0.0
10,0.040186465198521135,0.030864197530864196,0.0,0.2,0.05263157894736842,0.1,0.07142857142857142,0.1,0.1,0.0,0.0
11,0.044205111718373255,0.030864197530864196,0.0,0.2,0.05263157894736842,0.1,0.07142857142857142,0.1,0.1,0.0,0.0
12,0.04822375823822537,0.037037037037037035,0.0,0.2,0.05263157894736842,0.1,0.07142857142857142,0.1,0.1,0.0,0.0
13,0.05224240475807748,0.037037037037037035,0.0,0.2,0.05263157894736842,0.1,0.07142857142857142,0.1,0.1,0.0,0.0
14,0.056261051277929595,0.037037037037037035,0.0,0.2,0.05263157894736842,0.1,0.07142857142857142,0.1,0.1,0.0,0.0
15,0.06027969779778171,0.037037037037037035,0.0,0.2,0.05263157894736842,0.1,0.07142857142857142,0.1,0.1,0.0,0.0
16,0.06429834431763382,0.043209876543209874,0.0,0.2,0.05263157894736842,0.1,0.07142857142857142,0.1,0.1,0.0,0.0
17,0.06831699083748594,0.05555555555555555,0.0,0.2,0.05263157894736842,0.1,0.07142857142857142,0.1,0.1,0.0,0.0
18,0.07233563735733804,0.05555555555555555,0.0,0.2,0.05263157894736842,0.1,0.07142857142857142,0.1,0.1,0.0,0.0
19,0.07635428387719016,0.06790123456790123,0.0,0.3,0.07894736842105263,0.1,0.07142857142857142,0.1,0.1,0.0,0.0
20,0.08037293039704227,0.07407407407407407,0.0,0.4,0.10526315789473684,0.1,0.07142857142857142,0.1,0.1,0.0,0.0
21,0.08439157691689439,0.08641975308641975,0.0,0.4,0.10526315789473684,0.1,0.07142857142857142,0.2,0.2,0.1,0.05263157894736842
22,0.08841022343674651,0.08641975308641975,0.0,0.4,0.10526315789473684,0.1,0.07142857142857142,0.2,0.2,0.1,0.05263157894736842
23,0.09242886995659862,0.08641975308641975,0.0,0.4,0.10526315789473684,0.1,0.07142857142857142,0.2,0.2,0.1,0.05263157894736842
24,0.09644751647645074,0.08641975308641975,0.0,0.4,0.10526315789473684,0.1,0.07142857142857142,0.2,0.2,0.1,0.05263157894736842
25,0.10046616299630284,0.10493827160493827,0.0,0.4,0.10526315789473684,0.1,0.07142857142857142,0.3,0.3,0.2,0.10526315789473684
26,0.10448480951615496,0.1111111111111111,0.0,0.4,0.10526315789473684,0.1,0.07142857142857142,0.3,0.3,0.2,0.10526315789473684
27,0.10850345603600707,0.11728395061728394,0.0,0.4,0.10526315789473684,0.1,0.07142857142857142,0.3,0.3,0.2,0.10526315789473684
28,0.11252210255585919,0.11728395061728394,0.0,0.4,0.10526315789473684,0.1,0.07142857142857142,0.3,0.3,0.2,0.10526315789473684
29,0.1165407490757113,0.12962962962962962,0.0,0.5,0.13157894736842105,0.1,0.07142857142857142,0.3,0.3,0.2,0.10526315789473684
30,0.12055939559556342,0.12962962962962962,0.0,0.5,0.13157894736842105,0.1,0.07142857142857142,0.3,0.3,0.2,0.10526315789473684
31,0.12457804211541552,0.13580246913580246,0.0,0.6,0.15789473684210525,0.1,0.07142857142857142,0.3,0.3,0.2,0.10526315789473684
32,0.12859668863526763,0.13580246913580246,0.0,0.6,0.15789473684210525,0.1,0.07142857142857142,0.3,0.3,0.2,0.10526315789473684
33,0.13261533515511975,0.13580246913580246,0.0,0.6,0.15789473684210525,0.1,0.07142857142857142,0.3,0.3,0.2,0.10526315789473684
34,0.13663398167497187,0.13580246913580246,0.0,0.6,0.15789473684210525,0.1,0.07142857142857142,0.3,0.3,0.2,0.10526315789473684
35,0.140652628194824,0.1419753086419753,0.0,0.7,0.18421052631578946,0.1,0.07142857142857142,0.3,0.3,0.2,0.10526315789473684
