Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected)
1,0.0041813012209399565,0.005708848715509039,0.0,0.1,0.0017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008362602441879913,0.005708848715509039,0.0,0.1,0.0017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012543903662819869,0.007611798287345386,0.0,0.2,0.0035398230088495575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016725204883759826,0.01807802093244529,0.0,0.9,0.01592920353982301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020906506104699782,0.023786869647954328,0.0,1.0,0.02654867256637168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.025087807325639738,0.035204567078972404,0.0,1.0,0.03893805309734513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.029269108546579697,0.047573739295908656,0.0,1.0,0.05132743362831858,0.0,0.0,0.1,0.08333333333333333,0.0,0.0,0.1,0.08333333333333333
8,0.03345040976751965,0.058039961941008564,0.0,1.0,0.0584070796460177,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.1,0.08333333333333333
9,0.03763171098845961,0.06945765937202664,0.0,1.0,0.07079646017699115,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.1,0.08333333333333333
10,0.041813012209399564,0.07992388201712655,0.0,1.0,0.08141592920353982,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.1,0.08333333333333333
11,0.04599431343033952,0.09134157944814462,0.2,1.0,0.10088495575221239,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.1,0.08333333333333333
12,0.050175614651279475,0.09990485252140818,0.2,1.0,0.11327433628318584,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.1,0.08333333333333333
13,0.054356915872219434,0.10371075166508087,0.2,1.0,0.11504424778761062,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.1,0.08333333333333333
