Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected)
1,0.0041883062489529235,0.003971405877680699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008376612497905847,0.005559968228752979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.01256491874685877,0.009531374106433678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.058823529411764705
4,0.016753224995811694,0.014297061159650517,0.0,0.0,0.0,0.1,0.004291845493562232,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.058823529411764705
5,0.020941531244764618,0.019062748212867357,0.0,0.0,0.0,0.2,0.008583690987124463,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.058823529411764705
6,0.02512983749371754,0.025416997617156472,0.0,0.0,0.0,0.4,0.017167381974248927,0.1,0.037037037037037035,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.058823529411764705
7,0.029318143742670465,0.030976965845909452,0.0,0.0,0.0,0.5,0.02145922746781116,0.1,0.037037037037037035,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.058823529411764705
8,0.03350644999162339,0.03494837172359015,0.0,0.0,0.0,0.6,0.02575107296137339,0.1,0.037037037037037035,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.058823529411764705
9,0.03769475624057631,0.03891977760127085,0.0,0.0,0.0,0.7,0.030042918454935622,0.1,0.037037037037037035,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.058823529411764705
10,0.041883062489529235,0.04447974583002383,0.0,0.0,0.0,0.9,0.03862660944206009,0.1,0.037037037037037035,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.058823529411764705
11,0.04607136873848216,0.046068308181096106,0.0,0.1,0.09090909090909091,0.9,0.03862660944206009,0.1,0.037037037037037035,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.058823529411764705
12,0.05025967498743508,0.050833995234312944,0.0,0.1,0.09090909090909091,1.0,0.04291845493562232,0.1,0.037037037037037035,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.058823529411764705
13,0.054447981236388006,0.057188244638602066,0.0,0.1,0.09090909090909091,1.0,0.055793991416309016,0.1,0.037037037037037035,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.058823529411764705
14,0.05863628748534093,0.06354249404289118,0.0,0.1,0.09090909090909091,1.0,0.06866952789699571,0.1,0.037037037037037035,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.058823529411764705
15,0.06282459373429385,0.06830818109610802,0.0,0.1,0.09090909090909091,1.0,0.07725321888412018,0.2,0.07407407407407407,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.058823529411764705
16,0.06701289998324678,0.07386814932486101,0.0,0.1,0.09090909090909091,1.0,0.0815450643776824,0.2,0.07407407407407407,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.11764705882352941
17,0.07120120623219969,0.0778395552025417,0.0,0.1,0.09090909090909091,1.0,0.08583690987124463,0.2,0.07407407407407407,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.11764705882352941
18,0.07538951248115262,0.0818109610802224,0.0,0.1,0.09090909090909091,1.0,0.08583690987124463,0.3,0.1111111111111111,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.11764705882352941
19,0.07957781873010554,0.08419380460683082,0.0,0.1,0.09090909090909091,1.0,0.08583690987124463,0.4,0.14814814814814814,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.11764705882352941
20,0.08376612497905847,0.08895949166004766,0.0,0.1,0.09090909090909091,1.0,0.09012875536480687,0.4,0.14814814814814814,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.11764705882352941
21,0.08795443122801139,0.09134233518665608,0.0,0.1,0.09090909090909091,1.0,0.0944206008583691,0.4,0.14814814814814814,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.11764705882352941
22,0.09214273747696432,0.09451945988880063,0.0,0.1,0.09090909090909091,1.0,0.0944206008583691,0.4,0.14814814814814814,0.1,0.03571428571428571,0.2,0.1,0.0,0.0,0.2,0.11764705882352941
23,0.09633104372591723,0.10087370929308975,0.0,0.1,0.09090909090909091,1.0,0.1072961373390558,0.4,0.14814814814814814,0.2,0.07142857142857142,0.2,0.1,0.0,0.0,0.2,0.11764705882352941
24,0.10051934997487016,0.10881652104845115,0.0,0.1,0.09090909090909091,1.0,0.11587982832618025,0.4,0.14814814814814814,0.2,0.07142857142857142,0.3,0.15,0.0,0.0,0.2,0.11764705882352941
25,0.10470765622382308,0.11278792692613185,0.0,0.1,0.09090909090909091,1.0,0.12017167381974249,0.4,0.14814814814814814,0.3,0.10714285714285714,0.3,0.15,0.0,0.0,0.2,0.11764705882352941
26,0.10889596247277601,0.11834789515488484,0.0,0.1,0.09090909090909091,1.0,0.12446351931330472,0.4,0.14814814814814814,0.3,0.10714285714285714,0.4,0.2,0.0,0.0,0.2,0.11764705882352941
27,0.11308426872172893,0.12311358220810167,0.0,0.1,0.09090909090909091,1.0,0.12875536480686695,0.4,0.14814814814814814,0.3,0.10714285714285714,0.4,0.2,0.0,0.0,0.3,0.17647058823529413
28,0.11727257497068186,0.1278792692613185,0.0,0.1,0.09090909090909091,1.0,0.12875536480686695,0.4,0.14814814814814814,0.3,0.10714285714285714,0.5,0.25,0.0,0.0,0.3,0.17647058823529413
29,0.12146088121963478,0.1318506751389992,0.0,0.1,0.09090909090909091,1.0,0.12875536480686695,0.4,0.14814814814814814,0.3,0.10714285714285714,0.5,0.25,0.0,0.0,0.3,0.17647058823529413
30,0.1256491874685877,0.1374106433677522,0.0,0.1,0.09090909090909091,1.0,0.13304721030042918,0.4,0.14814814814814814,0.3,0.10714285714285714,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
31,0.12983749371754064,0.14058776806989676,0.0,0.1,0.09090909090909091,1.0,0.13304721030042918,0.4,0.14814814814814814,0.3,0.10714285714285714,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
32,0.13402579996649355,0.14455917394757745,0.0,0.1,0.09090909090909091,1.0,0.13733905579399142,0.4,0.14814814814814814,0.3,0.10714285714285714,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
33,0.13821410621544647,0.14853057982525814,0.0,0.1,0.09090909090909091,1.0,0.14163090128755365,0.4,0.14814814814814814,0.3,0.10714285714285714,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
34,0.14240241246439939,0.15250198570293885,0.0,0.1,0.09090909090909091,1.0,0.14163090128755365,0.4,0.14814814814814814,0.3,0.10714285714285714,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
35,0.14659071871335233,0.1580619539316918,0.0,0.1,0.09090909090909091,1.0,0.1459227467811159,0.4,0.14814814814814814,0.4,0.14285714285714285,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
36,0.15077902496230525,0.16123907863383638,0.0,0.1,0.09090909090909091,1.0,0.1459227467811159,0.4,0.14814814814814814,0.4,0.14285714285714285,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
37,0.15496733121125816,0.1636219221604448,0.0,0.1,0.09090909090909091,1.0,0.1459227467811159,0.4,0.14814814814814814,0.4,0.14285714285714285,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
38,0.15915563746021108,0.16679904686258937,0.0,0.1,0.09090909090909091,1.0,0.1459227467811159,0.4,0.14814814814814814,0.4,0.14285714285714285,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
39,0.16334394370916402,0.16838760921366164,0.0,0.1,0.09090909090909091,1.0,0.1459227467811159,0.4,0.14814814814814814,0.4,0.14285714285714285,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
40,0.16753224995811694,0.17315329626687848,0.0,0.1,0.09090909090909091,1.0,0.1459227467811159,0.4,0.14814814814814814,0.4,0.14285714285714285,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
41,0.17172055620706986,0.17791898332009531,0.0,0.1,0.09090909090909091,1.0,0.15450643776824036,0.4,0.14814814814814814,0.4,0.14285714285714285,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
42,0.17590886245602277,0.17950754567116758,0.0,0.1,0.09090909090909091,1.0,0.15450643776824036,0.4,0.14814814814814814,0.4,0.14285714285714285,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
43,0.18009716870497572,0.1834789515488483,0.0,0.1,0.09090909090909091,1.0,0.16738197424892703,0.4,0.14814814814814814,0.4,0.14285714285714285,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
44,0.18428547495392864,0.18586179507545672,0.0,0.2,0.18181818181818182,1.0,0.16738197424892703,0.4,0.14814814814814814,0.5,0.17857142857142858,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
45,0.18847378120288155,0.18903891977760126,0.0,0.2,0.18181818181818182,1.0,0.17167381974248927,0.4,0.14814814814814814,0.5,0.17857142857142858,0.6,0.3,0.0,0.0,0.3,0.17647058823529413
46,0.19266208745183447,0.1938046068308181,0.0,0.2,0.18181818181818182,1.0,0.1759656652360515,0.4,0.14814814814814814,0.5,0.17857142857142858,0.7,0.35,0.0,0.0,0.3,0.17647058823529413
47,0.1968503937007874,0.1953931691818904,0.0,0.2,0.18181818181818182,1.0,0.18025751072961374,0.4,0.14814814814814814,0.5,0.17857142857142858,0.7,0.35,0.0,0.0,0.3,0.17647058823529413
48,0.20103869994974033,0.20095313741064336,0.0,0.2,0.18181818181818182,1.0,0.18454935622317598,0.4,0.14814814814814814,0.7,0.25,0.8,0.4,0.0,0.0,0.3,0.17647058823529413
49,0.20522700619869325,0.20333598093725178,0.0,0.2,0.18181818181818182,1.0,0.18454935622317598,0.4,0.14814814814814814,0.7,0.25,0.8,0.4,0.0,0.0,0.3,0.17647058823529413
50,0.20941531244764616,0.20651310563939634,0.0,0.2,0.18181818181818182,1.0,0.18454935622317598,0.4,0.14814814814814814,0.7,0.25,0.8,0.4,0.0,0.0,0.4,0.23529411764705882
51,0.2136036186965991,0.21048451151707703,0.0,0.2,0.18181818181818182,1.0,0.18454935622317598,0.4,0.14814814814814814,0.8,0.2857142857142857,0.8,0.4,0.0,0.0,0.4,0.23529411764705882
52,0.21779192494555202,0.2176330420969023,0.0,0.2,0.18181818181818182,1.0,0.19742489270386265,0.4,0.14814814814814814,0.8,0.2857142857142857,0.8,0.4,0.0,0.0,0.4,0.23529411764705882
53,0.22198023119450494,0.22239872915011913,0.0,0.3,0.2727272727272727,1.0,0.19742489270386265,0.4,0.14814814814814814,0.8,0.2857142857142857,0.8,0.4,0.0,0.0,0.4,0.23529411764705882
54,0.22616853744345786,0.22954725972994441,0.0,0.3,0.2727272727272727,1.0,0.2017167381974249,0.4,0.14814814814814814,0.8,0.2857142857142857,0.8,0.4,0.0,0.0,0.4,0.23529411764705882
55,0.2303568436924108,0.23669579030976967,0.0,0.3,0.2727272727272727,1.0,0.2145922746781116,0.4,0.14814814814814814,0.9,0.32142857142857145,0.8,0.4,0.0,0.0,0.4,0.23529411764705882
56,0.23454514994136372,0.24066719618745036,0.0,0.3,0.2727272727272727,1.0,0.22746781115879827,0.4,0.14814814814814814,0.9,0.32142857142857145,0.8,0.4,0.0,0.0,0.4,0.23529411764705882
57,0.23873345619031663,0.2454328832406672,0.0,0.3,0.2727272727272727,1.0,0.2317596566523605,0.4,0.14814814814814814,0.9,0.32142857142857145,0.8,0.4,0.0,0.0,0.4,0.23529411764705882
58,0.24292176243926955,0.25178713264495634,0.0,0.4,0.36363636363636365,1.0,0.24034334763948498,0.4,0.14814814814814814,0.9,0.32142857142857145,0.8,0.4,0.0,0.0,0.4,0.23529411764705882
59,0.2471100686882225,0.2565528196981732,0.0,0.4,0.36363636363636365,1.0,0.24892703862660945,0.5,0.18518518518518517,0.9,0.32142857142857145,0.8,0.4,0.0,0.0,0.4,0.23529411764705882
60,0.2512983749371754,0.25893566322478156,0.0,0.4,0.36363636363636365,1.0,0.2532188841201717,0.5,0.18518518518518517,0.9,0.32142857142857145,0.8,0.4,0.0,0.0,0.4,0.23529411764705882
61,0.25548668118612833,0.2637013502779984,0.0,0.4,0.36363636363636365,1.0,0.2532188841201717,0.5,0.18518518518518517,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
62,0.2596749874350813,0.2676727561556791,0.0,0.4,0.36363636363636365,1.0,0.2532188841201717,0.5,0.18518518518518517,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
63,0.26386329368403416,0.2708498808578237,0.0,0.4,0.36363636363636365,1.0,0.2532188841201717,0.6,0.2222222222222222,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
64,0.2680515999329871,0.27402700555996823,0.0,0.4,0.36363636363636365,1.0,0.2532188841201717,0.6,0.2222222222222222,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
65,0.27223990618194005,0.2779984114376489,0.0,0.4,0.36363636363636365,1.0,0.2575107296137339,0.6,0.2222222222222222,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
66,0.27642821243089294,0.2835583796664019,0.0,0.4,0.36363636363636365,1.0,0.2575107296137339,0.6,0.2222222222222222,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
67,0.2806165186798459,0.28673550436854645,0.0,0.4,0.36363636363636365,1.0,0.26180257510729615,0.6,0.2222222222222222,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
68,0.28480482492879877,0.2891183478951549,0.0,0.4,0.36363636363636365,1.0,0.26609442060085836,0.6,0.2222222222222222,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
69,0.2889931311777517,0.29229547259729943,0.0,0.4,0.36363636363636365,1.0,0.2703862660944206,0.6,0.2222222222222222,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
70,0.29318143742670466,0.2962668784749801,0.0,0.4,0.36363636363636365,1.0,0.27467811158798283,0.6,0.2222222222222222,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
71,0.29736974367565755,0.30023828435266087,0.0,0.4,0.36363636363636365,1.0,0.2832618025751073,0.6,0.2222222222222222,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
72,0.3015580499246105,0.3034154090548054,0.0,0.4,0.36363636363636365,1.0,0.2918454935622318,0.6,0.2222222222222222,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
73,0.30574635617356344,0.3057982525814138,0.0,0.4,0.36363636363636365,1.0,0.2918454935622318,0.6,0.2222222222222222,0.9,0.32142857142857145,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
74,0.3099346624225163,0.3089753772835584,0.0,0.4,0.36363636363636365,1.0,0.296137339055794,0.6,0.2222222222222222,1.0,0.35714285714285715,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
75,0.31412296867146927,0.3113582208101668,0.0,0.4,0.36363636363636365,1.0,0.30042918454935624,0.6,0.2222222222222222,1.0,0.35714285714285715,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
76,0.31831127492042216,0.3177124702144559,0.0,0.4,0.36363636363636365,1.0,0.31759656652360513,0.6,0.2222222222222222,1.0,0.35714285714285715,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
77,0.3224995811693751,0.32406671961874506,0.0,0.4,0.36363636363636365,1.0,0.3218884120171674,0.6,0.2222222222222222,1.0,0.39285714285714285,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
78,0.32668788741832805,0.3272438443208896,0.0,0.4,0.36363636363636365,1.0,0.3218884120171674,0.6,0.2222222222222222,1.0,0.39285714285714285,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
79,0.33087619366728094,0.33042096902303414,0.0,0.4,0.36363636363636365,1.0,0.3218884120171674,0.7,0.25925925925925924,1.0,0.39285714285714285,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
80,0.3350644999162339,0.33439237490071483,0.0,0.4,0.36363636363636365,1.0,0.33047210300429186,0.7,0.25925925925925924,1.0,0.39285714285714285,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
81,0.33925280616518677,0.34074662430500396,0.0,0.4,0.36363636363636365,1.0,0.33476394849785407,0.7,0.25925925925925924,1.0,0.39285714285714285,0.8,0.4,0.1,0.1,0.4,0.23529411764705882
82,0.3434411124141397,0.3471008737092931,0.0,0.4,0.36363636363636365,1.0,0.34763948497854075,0.7,0.25925925925925924,1.0,0.39285714285714285,0.8,0.4,0.2,0.2,0.4,0.23529411764705882
83,0.34762941866309266,0.35027799841143764,0.0,0.4,0.36363636363636365,1.0,0.351931330472103,0.7,0.25925925925925924,1.0,0.39285714285714285,0.8,0.4,0.2,0.2,0.4,0.23529411764705882
84,0.35181772491204555,0.35583796664019063,0.0,0.4,0.36363636363636365,1.0,0.3605150214592275,0.7,0.25925925925925924,1.0,0.39285714285714285,0.8,0.4,0.2,0.2,0.4,0.23529411764705882
85,0.3560060311609985,0.358220810166799,0.0,0.4,0.36363636363636365,1.0,0.3605150214592275,0.7,0.25925925925925924,1.0,0.42857142857142855,0.8,0.4,0.2,0.2,0.4,0.23529411764705882
86,0.36019433740995144,0.3598093725178713,0.0,0.4,0.36363636363636365,1.0,0.3605150214592275,0.7,0.25925925925925924,1.0,0.42857142857142855,0.8,0.4,0.2,0.2,0.4,0.23529411764705882
87,0.3643826436589043,0.36457505957108816,0.0,0.5,0.45454545454545453,1.0,0.3648068669527897,0.7,0.25925925925925924,1.0,0.42857142857142855,0.8,0.4,0.2,0.2,0.4,0.23529411764705882
88,0.36857094990785727,0.369340746624305,0.0,0.5,0.45454545454545453,1.0,0.3776824034334764,0.7,0.25925925925925924,1.0,0.4642857142857143,0.8,0.4,0.2,0.2,0.4,0.23529411764705882
89,0.37275925615681016,0.3709293089753773,0.0,0.5,0.45454545454545453,1.0,0.3776824034334764,0.7,0.25925925925925924,1.0,0.5,0.8,0.4,0.2,0.2,0.4,0.23529411764705882
