Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected)
1,0.004074979625101874,0.0035056967572304996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008149959250203748,0.009640666082383873,0.0,0.1,0.00303951367781155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012224938875305624,0.015775635407537247,0.0,0.1,0.00303951367781155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016299918500407497,0.018404907975460124,0.0,0.2,0.0060790273556231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020374898125509373,0.022787028921998246,0.0,0.3,0.00911854103343465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.02444987775061125,0.028045574057843997,0.0,0.3,0.00911854103343465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.02852485737571312,0.03067484662576687,0.0,0.3,0.00911854103343465,0.1,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.032599837000814993,0.03593339176161262,0.0,0.3,0.00911854103343465,0.1,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.03667481662591687,0.03943908851884312,0.0,0.4,0.0121580547112462,0.1,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.040749796251018745,0.04294478527607362,0.0,0.4,0.0121580547112462,0.1,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.04482477587612062,0.049079754601226995,0.0,0.6,0.0182370820668693,0.1,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0488997555012225,0.051709027169149865,0.0,0.6,0.0182370820668693,0.1,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.05297473512632437,0.05696757230499562,0.0,0.6,0.0182370820668693,0.2,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.05704971475142624,0.06222611744084137,0.0,0.8,0.0243161094224924,0.2,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05263157894736842
15,0.061124694376528114,0.06748466257668712,0.0,0.8,0.0243161094224924,0.2,0.03571428571428571,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.1,0.05263157894736842
16,0.06519967400162999,0.0736196319018405,0.0,0.8,0.0243161094224924,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.1,0.05263157894736842
17,0.06927465362673187,0.07624890446976336,0.0,0.8,0.0243161094224924,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.1,0.05263157894736842
18,0.07334963325183375,0.08063102541630149,0.0,1.0,0.030395136778115502,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.1,0.05263157894736842
19,0.07742461287693561,0.08326029798422437,0.0,1.0,0.030395136778115502,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.1,0.05263157894736842
20,0.08149959250203749,0.08851884312007012,0.0,1.0,0.030395136778115502,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.1,0.05263157894736842
21,0.08557457212713937,0.09114811568799298,0.0,1.0,0.030395136778115502,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.1,0.05263157894736842
22,0.08964955175224124,0.09815950920245399,0.0,1.0,0.030395136778115502,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.10526315789473684
23,0.09372453137734311,0.10341805433829973,0.0,1.0,0.03343465045592705,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.10526315789473684
24,0.097799511002445,0.10692375109553023,0.0,1.0,0.03343465045592705,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.10526315789473684
25,0.10187449062754686,0.11218229623137599,0.0,1.0,0.03343465045592705,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.10526315789473684
26,0.10594947025264874,0.11481156879929887,0.0,1.0,0.03343465045592705,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.10526315789473684
27,0.1100244498777506,0.11744084136722173,0.0,1.0,0.03343465045592705,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.10526315789473684
28,0.11409942950285248,0.1200701139351446,0.0,1.0,0.03343465045592705,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.10526315789473684
29,0.11817440912795436,0.12445223488168274,0.0,1.0,0.03343465045592705,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.10526315789473684
30,0.12224938875305623,0.12795793163891322,0.0,1.0,0.0364741641337386,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.10526315789473684
31,0.1263243683781581,0.13058720420683612,0.0,1.0,0.03951367781155015,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.10526315789473684
32,0.13039934800325997,0.13321647677475898,0.0,1.0,0.03951367781155015,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.3,0.15789473684210525
