Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected)
1,0.004153513872736335,0.0009191176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00830702774547267,0.0055147058823529415,0.0,0.0,0.0,0.2,0.012121212121212121,0.0,0.0
3,0.012460541618209005,0.011029411764705883,0.0,0.0,0.0,0.3,0.01818181818181818,0.0,0.0
4,0.01661405549094534,0.013786764705882353,0.0,0.0,0.0,0.5,0.030303030303030304,0.0,0.0
5,0.020767569363681675,0.016544117647058824,0.0,0.0,0.0,0.6,0.03636363636363636,0.0,0.0
6,0.02492108323641801,0.01838235294117647,0.0,0.0,0.0,0.6,0.03636363636363636,0.0,0.0
7,0.029074597109154346,0.022058823529411766,0.0,0.0,0.0,0.6,0.03636363636363636,0.0,0.0
8,0.03322811098189068,0.027573529411764705,0.0,0.0,0.0,0.6,0.03636363636363636,0.0,0.0
9,0.03738162485462702,0.034926470588235295,0.0,0.2,0.012903225806451613,0.7,0.04242424242424243,0.1,0.034482758620689655
10,0.04153513872736335,0.04595588235294118,0.0,0.2,0.012903225806451613,1.0,0.08484848484848485,0.3,0.10344827586206896
11,0.04568865260009968,0.05974264705882353,0.0,0.4,0.025806451612903226,1.0,0.10909090909090909,0.7,0.2413793103448276
12,0.04984216647283602,0.06433823529411764,0.0,0.4,0.025806451612903226,1.0,0.12121212121212122,0.7,0.2413793103448276
13,0.05399568034557235,0.07261029411764706,0.0,0.5,0.03225806451612903,1.0,0.13333333333333333,0.7,0.2413793103448276
14,0.05814919421830869,0.08088235294117647,0.0,0.5,0.03225806451612903,1.0,0.14545454545454545,0.7,0.2413793103448276
15,0.062302708091045024,0.08823529411764706,0.0,0.6,0.03870967741935484,1.0,0.16363636363636364,0.7,0.2413793103448276
16,0.06645622196378136,0.10018382352941177,0.0,0.6,0.03870967741935484,1.0,0.19393939393939394,0.9,0.3103448275862069
17,0.0706097358365177,0.10845588235294118,0.0,0.6,0.03870967741935484,1.0,0.20606060606060606,0.9,0.3103448275862069
18,0.07476324970925403,0.11580882352941177,0.0,0.6,0.03870967741935484,1.0,0.21818181818181817,0.9,0.3103448275862069
19,0.07891676358199036,0.12683823529411764,0.3333333333333333,0.6,0.03870967741935484,1.0,0.24242424242424243,0.9,0.3103448275862069
20,0.0830702774547267,0.1323529411764706,0.3333333333333333,0.6,0.03870967741935484,1.0,0.2545454545454545,1.0,0.3448275862068966
21,0.08722379132746304,0.13970588235294118,0.3333333333333333,0.6,0.03870967741935484,1.0,0.2545454545454545,1.0,0.3448275862068966
22,0.09137730520019936,0.14613970588235295,0.3333333333333333,0.6,0.03870967741935484,1.0,0.2787878787878788,1.0,0.3448275862068966
23,0.0955308190729357,0.14981617647058823,0.3333333333333333,0.6,0.03870967741935484,1.0,0.2787878787878788,1.0,0.3448275862068966
24,0.09968433294567204,0.15625,0.3333333333333333,0.6,0.03870967741935484,1.0,0.296969696969697,1.0,0.3448275862068966
25,0.10383784681840838,0.15900735294117646,0.3333333333333333,0.6,0.03870967741935484,1.0,0.296969696969697,1.0,0.3448275862068966
26,0.1079913606911447,0.1636029411764706,0.3333333333333333,0.6,0.03870967741935484,1.0,0.30303030303030304,1.0,0.3448275862068966
27,0.11214487456388104,0.16544117647058823,0.3333333333333333,0.6,0.03870967741935484,1.0,0.3090909090909091,1.0,0.3448275862068966
28,0.11629838843661738,0.17003676470588236,0.3333333333333333,0.6,0.03870967741935484,1.0,0.3090909090909091,1.0,0.3448275862068966
29,0.12045190230935371,0.17371323529411764,0.3333333333333333,0.6,0.03870967741935484,1.0,0.3212121212121212,1.0,0.3448275862068966
30,0.12460541618209005,0.17647058823529413,0.3333333333333333,0.6,0.03870967741935484,1.0,0.32727272727272727,1.0,0.3448275862068966
31,0.1287589300548264,0.1801470588235294,0.3333333333333333,0.7,0.04516129032258064,1.0,0.32727272727272727,1.0,0.3448275862068966
32,0.1329124439275627,0.18382352941176472,0.3333333333333333,0.7,0.04516129032258064,1.0,0.32727272727272727,1.0,0.3448275862068966
33,0.13706595780029907,0.18658088235294118,0.3333333333333333,0.8,0.05161290322580645,1.0,0.32727272727272727,1.0,0.3448275862068966
34,0.1412194716730354,0.19025735294117646,0.3333333333333333,0.8,0.05161290322580645,1.0,0.3333333333333333,1.0,0.3448275862068966
35,0.14537298554577172,0.1948529411764706,0.3333333333333333,0.8,0.05161290322580645,1.0,0.34545454545454546,1.0,0.3448275862068966
36,0.14952649941850807,0.20036764705882354,0.3333333333333333,0.8,0.05161290322580645,1.0,0.34545454545454546,1.0,0.3448275862068966
37,0.1536800132912444,0.203125,0.3333333333333333,0.8,0.05161290322580645,1.0,0.34545454545454546,1.0,0.3448275862068966
38,0.15783352716398072,0.20680147058823528,0.3333333333333333,0.8,0.05161290322580645,1.0,0.3515151515151515,1.0,0.3448275862068966
39,0.16198704103671707,0.2104779411764706,0.3333333333333333,0.8,0.05161290322580645,1.0,0.3515151515151515,1.0,0.3448275862068966
40,0.1661405549094534,0.21231617647058823,0.3333333333333333,0.8,0.05161290322580645,1.0,0.3515151515151515,1.0,0.3448275862068966
41,0.17029406878218972,0.21783088235294118,0.3333333333333333,0.8,0.05161290322580645,1.0,0.3575757575757576,1.0,0.3448275862068966
42,0.17444758265492608,0.22334558823529413,0.3333333333333333,0.8,0.05161290322580645,1.0,0.3575757575757576,1.0,0.3448275862068966
43,0.1786010965276624,0.22794117647058823,0.3333333333333333,0.8,0.05161290322580645,1.0,0.3575757575757576,1.0,0.3448275862068966
44,0.18275461040039873,0.23069852941176472,0.3333333333333333,0.8,0.05161290322580645,1.0,0.3575757575757576,1.0,0.3448275862068966
45,0.18690812427313508,0.23529411764705882,0.3333333333333333,0.8,0.05161290322580645,1.0,0.36363636363636365,1.0,0.3448275862068966
46,0.1910616381458714,0.2417279411764706,0.3333333333333333,0.9,0.05806451612903226,1.0,0.38181818181818183,1.0,0.3448275862068966
47,0.19521515201860773,0.2417279411764706,0.3333333333333333,0.9,0.05806451612903226,1.0,0.38181818181818183,1.0,0.3448275862068966
48,0.19936866589134408,0.24540441176470587,0.3333333333333333,0.9,0.05806451612903226,1.0,0.38181818181818183,1.0,0.3448275862068966
49,0.2035221797640804,0.2509191176470588,0.3333333333333333,1.0,0.06451612903225806,1.0,0.3878787878787879,1.0,0.3448275862068966
50,0.20767569363681676,0.2555147058823529,0.3333333333333333,1.0,0.07096774193548387,1.0,0.3878787878787879,1.0,0.3448275862068966
51,0.21182920750955309,0.25919117647058826,0.3333333333333333,1.0,0.07096774193548387,1.0,0.3939393939393939,1.0,0.3448275862068966
52,0.2159827213822894,0.2610294117647059,0.3333333333333333,1.0,0.07096774193548387,1.0,0.3939393939393939,1.0,0.3448275862068966
53,0.22013623525502576,0.26378676470588236,0.3333333333333333,1.0,0.07096774193548387,1.0,0.3939393939393939,1.0,0.3448275862068966
54,0.2242897491277621,0.2693014705882353,0.3333333333333333,1.0,0.07741935483870968,1.0,0.3939393939393939,1.0,0.3448275862068966
55,0.22844326300049841,0.27297794117647056,0.3333333333333333,1.0,0.07741935483870968,1.0,0.3939393939393939,1.0,0.3793103448275862
56,0.23259677687323477,0.27481617647058826,0.3333333333333333,1.0,0.07741935483870968,1.0,0.3939393939393939,1.0,0.3793103448275862
57,0.2367502907459711,0.2766544117647059,0.3333333333333333,1.0,0.07741935483870968,1.0,0.3939393939393939,1.0,0.41379310344827586
58,0.24090380461870742,0.27849264705882354,0.3333333333333333,1.0,0.07741935483870968,1.0,0.3939393939393939,1.0,0.41379310344827586
59,0.24505731849144377,0.28125,0.3333333333333333,1.0,0.07741935483870968,1.0,0.3939393939393939,1.0,0.41379310344827586
60,0.2492108323641801,0.28400735294117646,0.3333333333333333,1.0,0.07741935483870968,1.0,0.3939393939393939,1.0,0.41379310344827586
61,0.25336434623691645,0.28768382352941174,0.3333333333333333,1.0,0.07741935483870968,1.0,0.3939393939393939,1.0,0.41379310344827586
62,0.2575178601096528,0.2913602941176471,0.3333333333333333,1.0,0.09032258064516129,1.0,0.3939393939393939,1.0,0.41379310344827586
63,0.2616713739823891,0.296875,0.3333333333333333,1.0,0.0967741935483871,1.0,0.3939393939393939,1.0,0.4827586206896552
64,0.2658248878551254,0.3014705882352941,0.3333333333333333,1.0,0.0967741935483871,1.0,0.4,1.0,0.5172413793103449
65,0.26997840172786175,0.30330882352941174,0.3333333333333333,1.0,0.0967741935483871,1.0,0.4,1.0,0.5172413793103449
66,0.27413191560059813,0.30974264705882354,0.3333333333333333,1.0,0.1032258064516129,1.0,0.4,1.0,0.5517241379310345
67,0.27828542947333446,0.3125,0.3333333333333333,1.0,0.1032258064516129,1.0,0.4,1.0,0.5517241379310345
68,0.2824389433460708,0.31433823529411764,0.3333333333333333,1.0,0.1032258064516129,1.0,0.4,1.0,0.5517241379310345
69,0.2865924572188071,0.3170955882352941,0.3333333333333333,1.0,0.10967741935483871,1.0,0.4,1.0,0.5517241379310345
70,0.29074597109154343,0.32077205882352944,0.3333333333333333,1.0,0.10967741935483871,1.0,0.4,1.0,0.5517241379310345
71,0.29489948496427976,0.3272058823529412,0.3333333333333333,1.0,0.12258064516129032,1.0,0.40606060606060607,1.0,0.5517241379310345
72,0.29905299883701614,0.3290441176470588,0.3333333333333333,1.0,0.12903225806451613,1.0,0.40606060606060607,1.0,0.5862068965517241
73,0.30320651270975246,0.33547794117647056,0.3333333333333333,1.0,0.14193548387096774,1.0,0.40606060606060607,1.0,0.5862068965517241
74,0.3073600265824888,0.3382352941176471,0.3333333333333333,1.0,0.14193548387096774,1.0,0.40606060606060607,1.0,0.5862068965517241
75,0.3115135404552251,0.3400735294117647,0.3333333333333333,1.0,0.14193548387096774,1.0,0.40606060606060607,1.0,0.5862068965517241
76,0.31566705432796144,0.3428308823529412,0.3333333333333333,1.0,0.14193548387096774,1.0,0.40606060606060607,1.0,0.5862068965517241
77,0.31982056820069776,0.3474264705882353,0.3333333333333333,1.0,0.14193548387096774,1.0,0.4121212121212121,1.0,0.5862068965517241
78,0.32397408207343414,0.3474264705882353,0.3333333333333333,1.0,0.14193548387096774,1.0,0.4121212121212121,1.0,0.5862068965517241
79,0.32812759594617047,0.35202205882352944,0.3333333333333333,1.0,0.14193548387096774,1.0,0.41818181818181815,1.0,0.5862068965517241
80,0.3322811098189068,0.3547794117647059,0.3333333333333333,1.0,0.14838709677419354,1.0,0.41818181818181815,1.0,0.5862068965517241
81,0.3364346236916431,0.35661764705882354,0.3333333333333333,1.0,0.14838709677419354,1.0,0.41818181818181815,1.0,0.5862068965517241
82,0.34058813756437945,0.359375,0.3333333333333333,1.0,0.14838709677419354,1.0,0.41818181818181815,1.0,0.5862068965517241
83,0.3447416514371158,0.36213235294117646,0.3333333333333333,1.0,0.14838709677419354,1.0,0.42424242424242425,1.0,0.5862068965517241
84,0.34889516530985215,0.36672794117647056,0.3333333333333333,1.0,0.14838709677419354,1.0,0.4303030303030303,1.0,0.5862068965517241
85,0.3530486791825885,0.3704044117647059,0.3333333333333333,1.0,0.14838709677419354,1.0,0.43636363636363634,1.0,0.5862068965517241
86,0.3572021930553248,0.37775735294117646,0.3333333333333333,1.0,0.16129032258064516,1.0,0.43636363636363634,1.0,0.5862068965517241
87,0.3613557069280611,0.38143382352941174,0.3333333333333333,1.0,0.16774193548387098,1.0,0.43636363636363634,1.0,0.5862068965517241
88,0.36550922080079745,0.38419117647058826,0.3333333333333333,1.0,0.16774193548387098,1.0,0.44242424242424244,1.0,0.5862068965517241
89,0.36966273467353383,0.38786764705882354,0.3333333333333333,1.0,0.16774193548387098,1.0,0.44242424242424244,1.0,0.5862068965517241
