Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected)
1,0.004086970737289521,0.003469210754553339,0.0,0.0,0.0,0.1,0.02127659574468085,0.0,0.0,0.0,0.0
2,0.008173941474579042,0.006938421509106678,0.0,0.2,0.0027624309392265192,0.1,0.02127659574468085,0.0,0.0,0.0,0.0
3,0.012260912211868563,0.012142237640936688,0.0,0.4,0.0055248618784530384,0.1,0.02127659574468085,0.0,0.0,0.0,0.0
4,0.016347882949158083,0.019080659150043366,0.0,0.6,0.008287292817679558,0.3,0.06382978723404255,0.0,0.0,0.0,0.0
5,0.020434853686447606,0.022549869904596703,0.0,0.7,0.009668508287292817,0.4,0.0851063829787234,0.0,0.0,0.0,0.0
6,0.024521824423737126,0.02515177797051171,0.0,0.8,0.011049723756906077,0.4,0.0851063829787234,0.0,0.0,0.0,0.0
7,0.028608795161026646,0.030355594102341718,0.0,0.9,0.012430939226519336,0.6,0.1276595744680851,0.0,0.0,0.0,0.0
8,0.032695765898316166,0.03295750216825672,0.0,1.0,0.013812154696132596,0.6,0.1276595744680851,0.0,0.0,0.0,0.0
9,0.03678273663560569,0.03816131830008673,0.0,1.0,0.016574585635359115,0.8,0.1702127659574468,0.0,0.0,0.0,0.0
10,0.04086970737289521,0.04163052905464007,0.0,1.0,0.016574585635359115,0.8,0.1702127659574468,0.0,0.0,0.0,0.0
11,0.04495667811018473,0.04596704249783174,0.0,1.0,0.019337016574585635,0.9,0.19148936170212766,0.0,0.0,0.0,0.0
12,0.04904364884747425,0.04856895056374675,0.0,1.0,0.020718232044198894,1.0,0.2127659574468085,0.0,0.0,0.0,0.0
13,0.053130619584763776,0.05117085862966175,0.0,1.0,0.020718232044198894,1.0,0.2127659574468085,0.0,0.0,0.0,0.0
14,0.05721759032205329,0.053772766695576756,0.0,1.0,0.020718232044198894,1.0,0.23404255319148937,0.0,0.0,0.0,0.0
15,0.061304561059342816,0.058109280138768434,0.0,1.0,0.020718232044198894,1.0,0.2765957446808511,0.0,0.0,0.0,0.0
