Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected)
1,0.004086970737289521,0.008673026886383347,0.0,0.4,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008173941474579042,0.011274934952298352,0.0,0.5,0.006906077348066298,0.1,0.02127659574468085,0.0,0.0,0.0,0.0
3,0.012260912211868563,0.01647875108412836,0.0,0.7,0.009668508287292817,0.2,0.0425531914893617,0.0,0.0,0.0,0.0
4,0.016347882949158083,0.020815264527320035,0.0,0.9,0.012430939226519336,0.3,0.06382978723404255,0.0,0.0,0.0,0.0
5,0.020434853686447606,0.02168256721595837,0.0,1.0,0.013812154696132596,0.3,0.06382978723404255,0.0,0.0,0.0,0.0
6,0.024521824423737126,0.026019080659150044,0.0,1.0,0.019337016574585635,0.3,0.06382978723404255,0.0,0.0,0.0,0.0
7,0.028608795161026646,0.03295750216825672,0.0,1.0,0.024861878453038673,0.3,0.06382978723404255,0.0,0.0,0.0,0.0
8,0.032695765898316166,0.03555941023417172,0.0,1.0,0.026243093922651933,0.3,0.06382978723404255,0.1,0.09090909090909091,0.0,0.0
9,0.03678273663560569,0.0398959236773634,0.0,1.0,0.03038674033149171,0.3,0.06382978723404255,0.1,0.09090909090909091,0.0,0.0
10,0.04086970737289521,0.046834345186470075,0.0,1.0,0.03867403314917127,0.3,0.06382978723404255,0.1,0.09090909090909091,0.0,0.0
11,0.04495667811018473,0.049436253252385085,0.0,1.0,0.04005524861878453,0.3,0.06382978723404255,0.1,0.09090909090909091,0.0,0.0
12,0.04904364884747425,0.05290546400693842,0.0,1.0,0.04419889502762431,0.3,0.06382978723404255,0.1,0.09090909090909091,0.0,0.0
13,0.053130619584763776,0.058109280138768434,0.0,1.0,0.05110497237569061,0.3,0.06382978723404255,0.1,0.09090909090909091,0.0,0.0
14,0.05721759032205329,0.05897658282740677,0.0,1.0,0.05110497237569061,0.3,0.06382978723404255,0.1,0.09090909090909091,0.0,0.0
15,0.061304561059342816,0.06504770164787511,0.0,1.0,0.055248618784530384,0.4,0.0851063829787234,0.2,0.18181818181818182,0.0,0.0
16,0.06539153179663233,0.06851691240242845,0.0,1.0,0.05939226519337017,0.5,0.10638297872340426,0.2,0.18181818181818182,0.0,0.0
17,0.06947850253392186,0.07025151777970512,0.0,1.0,0.062154696132596686,0.5,0.10638297872340426,0.2,0.18181818181818182,0.0,0.0
18,0.07356547327121138,0.07545533391153512,0.0,1.0,0.06353591160220995,0.5,0.10638297872340426,0.2,0.18181818181818182,0.0,0.0
19,0.0776524440085009,0.07718993928881179,0.0,1.0,0.0649171270718232,0.6,0.1276595744680851,0.2,0.18181818181818182,0.0,0.0
20,0.08173941474579043,0.0823937554206418,0.0,1.0,0.07044198895027624,0.7,0.14893617021276595,0.2,0.18181818181818182,0.0,0.0
21,0.08582638548307994,0.08846487424111014,0.0,1.0,0.07458563535911603,0.9,0.19148936170212766,0.2,0.18181818181818182,0.0,0.0
22,0.08991335622036946,0.09366869037294015,0.0,1.0,0.0787292817679558,1.0,0.2127659574468085,0.2,0.18181818181818182,0.0,0.0
23,0.09400032695765899,0.0997398091934085,0.0,1.0,0.08287292817679558,1.0,0.23404255319148937,0.2,0.18181818181818182,0.0,0.0
24,0.0980872976949485,0.10581092801387684,0.0,1.0,0.08701657458563536,1.0,0.2765957446808511,0.2,0.18181818181818182,0.0,0.0
25,0.10217426843223802,0.11101474414570685,0.0,1.0,0.08977900552486189,1.0,0.2765957446808511,0.2,0.18181818181818182,0.0,0.0
26,0.10626123916952755,0.11361665221162186,0.0,1.0,0.09392265193370165,1.0,0.2765957446808511,0.2,0.18181818181818182,0.0,0.0
27,0.11034820990681707,0.11621856027753687,0.0,1.0,0.09668508287292818,1.0,0.2765957446808511,0.2,0.18181818181818182,0.0,0.0
28,0.11443518064410658,0.1222896790980052,0.0,1.0,0.09806629834254144,1.0,0.2978723404255319,0.2,0.18181818181818182,0.0,0.0
29,0.11852215138139612,0.12575888985255854,0.0,1.0,0.10220994475138122,1.0,0.2978723404255319,0.2,0.18181818181818182,0.0,0.0
30,0.12260912211868563,0.12836079791847355,0.0,1.0,0.10359116022099447,1.0,0.3191489361702128,0.2,0.18181818181818182,0.1,0.1
31,0.12669609285597516,0.1326973113616652,0.0,1.0,0.106353591160221,1.0,0.3191489361702128,0.2,0.18181818181818182,0.1,0.1
32,0.13078306359326466,0.13876843018213356,0.0,1.0,0.11464088397790055,1.0,0.3191489361702128,0.2,0.18181818181818182,0.1,0.1
33,0.1348700343305542,0.14397224631396358,0.0,1.0,0.11878453038674033,1.0,0.3191489361702128,0.2,0.18181818181818182,0.1,0.1
34,0.13895700506784373,0.14657415437987859,0.0,1.0,0.12154696132596685,1.0,0.3191489361702128,0.2,0.18181818181818182,0.1,0.1
35,0.14304397580513323,0.15177797051170858,0.0,1.0,0.12569060773480664,1.0,0.3404255319148936,0.2,0.18181818181818182,0.1,0.1
36,0.14713094654242276,0.15611448395490027,0.0,1.0,0.13121546961325967,1.0,0.3404255319148936,0.2,0.18181818181818182,0.1,0.1
37,0.1512179172797123,0.15871639202081528,0.0,1.0,0.13259668508287292,1.0,0.3404255319148936,0.2,0.18181818181818182,0.1,0.1
38,0.1553048880170018,0.1647875108412836,0.0,1.0,0.13812154696132597,1.0,0.3404255319148936,0.2,0.18181818181818182,0.1,0.1
39,0.15939185875429132,0.16825672159583693,0.0,1.0,0.1408839779005525,1.0,0.3404255319148936,0.2,0.18181818181818182,0.1,0.1
40,0.16347882949158085,0.17085862966175194,0.0,1.0,0.143646408839779,1.0,0.3404255319148936,0.2,0.18181818181818182,0.1,0.1
41,0.16756580022887035,0.1717259323503903,0.0,1.0,0.14502762430939226,1.0,0.3404255319148936,0.2,0.18181818181818182,0.1,0.1
42,0.17165277096615988,0.1769297484822203,0.0,1.0,0.1505524861878453,1.0,0.3617021276595745,0.2,0.18181818181818182,0.1,0.1
43,0.17573974170344941,0.18039895923677363,0.0,1.0,0.1505524861878453,1.0,0.3617021276595745,0.2,0.18181818181818182,0.1,0.1
44,0.17982671244073892,0.18473547267996532,0.0,1.0,0.15469613259668508,1.0,0.3617021276595745,0.2,0.18181818181818182,0.1,0.1
45,0.18391368317802845,0.1899392888117953,0.0,1.0,0.16022099447513813,1.0,0.3617021276595745,0.2,0.18181818181818182,0.1,0.1
