Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected)
1,0.004074979625101874,0.0026292725679228747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008149959250203748,0.0035056967572304996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012224938875305624,0.007887817703768623,0.0,0.0,0.0,0.1,0.017857142857142856,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
4,0.016299918500407497,0.016652059596844872,0.0,0.5,0.015197568389057751,0.1,0.017857142857142856,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
5,0.020374898125509373,0.021910604732690624,0.0,0.6,0.0182370820668693,0.1,0.017857142857142856,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
6,0.02444987775061125,0.03155127081507449,0.0,1.0,0.03343465045592705,0.2,0.03571428571428571,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
7,0.02852485737571312,0.040315512708150744,0.0,1.0,0.0425531914893617,0.3,0.05357142857142857,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
8,0.032599837000814993,0.04820333041191937,0.0,1.0,0.0547112462006079,0.4,0.07142857142857142,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
9,0.03667481662591687,0.05696757230499562,0.0,1.0,0.06990881458966565,0.7,0.125,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
10,0.040749796251018745,0.06310254163014899,0.16666666666666666,1.0,0.0729483282674772,1.0,0.17857142857142858,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
11,0.04482477587612062,0.06836108676599474,0.16666666666666666,1.0,0.07598784194528875,1.0,0.17857142857142858,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
12,0.0488997555012225,0.0736196319018405,0.16666666666666666,1.0,0.0851063829787234,1.0,0.17857142857142858,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
13,0.05297473512632437,0.07975460122699386,0.16666666666666666,1.0,0.0911854103343465,1.0,0.17857142857142858,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
14,0.05704971475142624,0.08413672217353199,0.16666666666666666,1.0,0.0911854103343465,1.0,0.17857142857142858,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
15,0.061124694376528114,0.08851884312007012,0.16666666666666666,1.0,0.0911854103343465,1.0,0.17857142857142858,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
16,0.06519967400162999,0.09114811568799298,0.16666666666666666,1.0,0.0911854103343465,1.0,0.17857142857142858,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
17,0.06927465362673187,0.09377738825591586,0.16666666666666666,1.0,0.0911854103343465,1.0,0.17857142857142858,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,0.0,0.0
