Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected)
1,0.0040936630096610445,0.003834355828220859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008187326019322089,0.006134969325153374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012280989028983134,0.010736196319018405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016374652038644178,0.013803680981595092,0.0,0.1,0.001394700139470014,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020468315048305225,0.016104294478527608,0.0,0.2,0.002789400278940028,0.1,0.058823529411764705,0.0,0.0,0.0,0.0
6,0.02456197805796627,0.019938650306748466,0.0,0.4,0.005578800557880056,0.1,0.058823529411764705,0.1,0.07692307692307693,0.0,0.0
7,0.028655641067627313,0.024539877300613498,0.0,0.4,0.005578800557880056,0.1,0.058823529411764705,0.1,0.07692307692307693,0.0,0.0
8,0.032749304077288356,0.029141104294478526,0.0,0.4,0.005578800557880056,0.1,0.058823529411764705,0.1,0.07692307692307693,0.0,0.0
9,0.0368429670869494,0.03144171779141104,0.0,0.4,0.005578800557880056,0.1,0.058823529411764705,0.1,0.07692307692307693,0.0,0.0
10,0.04093663009661045,0.03450920245398773,0.0,0.4,0.005578800557880056,0.1,0.058823529411764705,0.2,0.15384615384615385,0.0,0.0
11,0.04503029310627149,0.03834355828220859,0.0,0.5,0.00697350069735007,0.1,0.058823529411764705,0.2,0.15384615384615385,0.0,0.0
12,0.04912395611593254,0.04217791411042945,0.0,0.7,0.009762900976290097,0.1,0.058823529411764705,0.2,0.15384615384615385,0.0,0.0
13,0.05321761912559358,0.04524539877300614,0.0,0.7,0.009762900976290097,0.1,0.058823529411764705,0.2,0.15384615384615385,0.0,0.0
14,0.057311282135254625,0.04754601226993865,0.0,0.8,0.011157601115760111,0.1,0.058823529411764705,0.2,0.15384615384615385,0.0,0.0
15,0.06140494514491567,0.05214723926380368,0.0,1.0,0.01394700139470014,0.2,0.11764705882352941,0.3,0.23076923076923078,0.0,0.0
16,0.06549860815457671,0.05674846625766871,0.0,1.0,0.016736401673640166,0.2,0.11764705882352941,0.4,0.3076923076923077,0.0,0.0
17,0.06959227116423776,0.059049079754601226,0.0,1.0,0.016736401673640166,0.2,0.11764705882352941,0.5,0.38461538461538464,0.0,0.0
18,0.0736859341738988,0.06288343558282208,0.0,1.0,0.01813110181311018,0.2,0.11764705882352941,0.5,0.38461538461538464,0.0,0.0
19,0.07777959718355985,0.0651840490797546,0.0,1.0,0.019525801952580194,0.3,0.17647058823529413,0.6,0.46153846153846156,0.0,0.0
