Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected)
1,0.004170837504170837,0.002898550724637681,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008341675008341674,0.005797101449275362,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012512512512512513,0.008695652173913044,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01668335001668335,0.008695652173913044,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020854187520854186,0.014492753623188406,0.0,0.0,0.0,0.1,0.058823529411764705,0.1,0.06666666666666667,0.0,0.0,0.0,0.0
6,0.025025025025025027,0.014492753623188406,0.0,0.0,0.0,0.1,0.058823529411764705,0.1,0.06666666666666667,0.0,0.0,0.0,0.0
7,0.029195862529195864,0.014492753623188406,0.0,0.0,0.0,0.1,0.058823529411764705,0.1,0.06666666666666667,0.0,0.0,0.0,0.0
8,0.0333667000333667,0.014492753623188406,0.0,0.0,0.0,0.1,0.058823529411764705,0.1,0.06666666666666667,0.0,0.0,0.0,0.0
9,0.03753753753753754,0.02318840579710145,0.0,0.0,0.0,0.1,0.058823529411764705,0.1,0.06666666666666667,0.0,0.0,0.0,0.0
10,0.04170837504170837,0.03188405797101449,0.0,0.0,0.0,0.1,0.058823529411764705,0.1,0.06666666666666667,0.0,0.0,0.0,0.0
11,0.04587921254587921,0.034782608695652174,0.0,0.0,0.0,0.1,0.058823529411764705,0.1,0.06666666666666667,0.0,0.0,0.0,0.0
12,0.05005005005005005,0.043478260869565216,0.0,0.0,0.0,0.1,0.058823529411764705,0.1,0.06666666666666667,0.0,0.0,0.1,0.1
13,0.05422088755422089,0.05217391304347826,0.0,0.0,0.0,0.1,0.058823529411764705,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
14,0.05839172505839173,0.05507246376811594,0.0,0.0,0.0,0.1,0.058823529411764705,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
15,0.06256256256256257,0.057971014492753624,0.0,0.0,0.0,0.2,0.11764705882352941,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
16,0.0667334000667334,0.06666666666666667,0.0,0.0,0.0,0.2,0.11764705882352941,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
17,0.07090423757090424,0.06956521739130435,0.0,0.0,0.0,0.2,0.11764705882352941,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
18,0.07507507507507508,0.07246376811594203,0.0,0.0,0.0,0.2,0.11764705882352941,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
19,0.07924591257924592,0.07246376811594203,0.0,0.0,0.0,0.2,0.11764705882352941,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
20,0.08341675008341674,0.08115942028985507,0.0,0.0,0.0,0.2,0.11764705882352941,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
21,0.08758758758758758,0.08405797101449275,0.0,0.0,0.0,0.2,0.11764705882352941,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
22,0.09175842509175842,0.08405797101449275,0.0,0.0,0.0,0.2,0.11764705882352941,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
23,0.09592926259592927,0.08985507246376812,0.0,0.0,0.0,0.2,0.11764705882352941,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
24,0.1001001001001001,0.0927536231884058,0.0,0.0,0.0,0.2,0.11764705882352941,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
25,0.10427093760427093,0.09565217391304348,0.0,0.0,0.0,0.2,0.11764705882352941,0.2,0.13333333333333333,0.0,0.0,0.2,0.2
26,0.10844177510844177,0.09855072463768116,0.0,0.0,0.0,0.2,0.11764705882352941,0.3,0.2,0.0,0.0,0.2,0.2
27,0.11261261261261261,0.10434782608695652,0.0,0.0,0.0,0.2,0.11764705882352941,0.3,0.2,0.0,0.0,0.2,0.2
28,0.11678345011678345,0.11304347826086956,0.0,0.0,0.0,0.3,0.17647058823529413,0.4,0.26666666666666666,0.0,0.0,0.2,0.2
29,0.12095428762095428,0.11884057971014493,0.0,0.0,0.0,0.3,0.17647058823529413,0.4,0.26666666666666666,0.0,0.0,0.2,0.2
30,0.12512512512512514,0.11884057971014493,0.0,0.0,0.0,0.3,0.17647058823529413,0.4,0.26666666666666666,0.0,0.0,0.2,0.2
