Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected),Pattern 8 (%),Pattern 8 (% Detected)
1,0.004153513872736335,0.008092485549132947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
2,0.00830702774547267,0.010404624277456647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
3,0.012460541618209005,0.012716763005780347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
4,0.01661405549094534,0.013872832369942197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
5,0.020767569363681675,0.017341040462427744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
6,0.02492108323641801,0.020809248554913295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
7,0.029074597109154346,0.023121387283236993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
8,0.03322811098189068,0.025433526011560695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
9,0.03738162485462702,0.027745664739884393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
10,0.04153513872736335,0.03468208092485549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
11,0.04568865260009968,0.03699421965317919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.2,0.06666666666666667,0.1,0.09090909090909091,0.0,0.0
12,0.04984216647283602,0.04277456647398844,0.0,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.2,0.06666666666666667,0.1,0.09090909090909091,0.1,0.041666666666666664
13,0.05399568034557235,0.04393063583815029,0.0,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.2,0.06666666666666667,0.1,0.09090909090909091,0.1,0.041666666666666664
14,0.05814919421830869,0.04971098265895954,0.0,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.1,0.05555555555555555,0.2,0.06666666666666667,0.1,0.09090909090909091,0.1,0.041666666666666664
15,0.062302708091045024,0.05317919075144509,0.0,0.1,0.029411764705882353,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.18181818181818182,0.1,0.05555555555555555,0.2,0.06666666666666667,0.1,0.09090909090909091,0.1,0.041666666666666664
16,0.06645622196378136,0.06127167630057803,0.0,0.1,0.029411764705882353,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.18181818181818182,0.1,0.05555555555555555,0.2,0.06666666666666667,0.1,0.09090909090909091,0.1,0.041666666666666664
17,0.0706097358365177,0.06473988439306358,0.0,0.1,0.029411764705882353,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.2,0.18181818181818182,0.1,0.05555555555555555,0.2,0.06666666666666667,0.1,0.09090909090909091,0.1,0.041666666666666664
18,0.07476324970925403,0.07167630057803469,0.0,0.2,0.058823529411764705,0.1,0.047619047619047616,0.0,0.0,0.1,0.07142857142857142,0.3,0.2727272727272727,0.1,0.05555555555555555,0.2,0.06666666666666667,0.1,0.09090909090909091,0.1,0.041666666666666664
19,0.07891676358199036,0.07514450867052024,0.0,0.2,0.058823529411764705,0.1,0.047619047619047616,0.0,0.0,0.1,0.07142857142857142,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
20,0.0830702774547267,0.07861271676300578,0.0,0.2,0.058823529411764705,0.2,0.09523809523809523,0.0,0.0,0.2,0.14285714285714285,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
21,0.08722379132746304,0.08092485549132948,0.0,0.2,0.058823529411764705,0.2,0.09523809523809523,0.0,0.0,0.2,0.14285714285714285,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
22,0.09137730520019936,0.08323699421965318,0.0,0.3,0.08823529411764706,0.2,0.09523809523809523,0.0,0.0,0.2,0.14285714285714285,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
23,0.0955308190729357,0.08439306358381503,0.0,0.3,0.08823529411764706,0.2,0.09523809523809523,0.0,0.0,0.2,0.14285714285714285,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
24,0.09968433294567204,0.08786127167630058,0.0,0.3,0.08823529411764706,0.3,0.14285714285714285,0.0,0.0,0.2,0.14285714285714285,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
25,0.10383784681840838,0.09132947976878612,0.0,0.3,0.08823529411764706,0.3,0.14285714285714285,0.0,0.0,0.2,0.14285714285714285,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
26,0.1079913606911447,0.09364161849710982,0.0,0.3,0.08823529411764706,0.3,0.14285714285714285,0.0,0.0,0.2,0.14285714285714285,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
27,0.11214487456388104,0.09479768786127167,0.0,0.3,0.08823529411764706,0.3,0.14285714285714285,0.0,0.0,0.2,0.14285714285714285,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
28,0.11629838843661738,0.09595375722543352,0.0,0.3,0.08823529411764706,0.3,0.14285714285714285,0.1,0.1,0.2,0.14285714285714285,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
29,0.12045190230935371,0.10057803468208093,0.0,0.3,0.08823529411764706,0.3,0.14285714285714285,0.1,0.1,0.2,0.14285714285714285,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
30,0.12460541618209005,0.10057803468208093,0.0,0.3,0.08823529411764706,0.3,0.14285714285714285,0.1,0.1,0.2,0.14285714285714285,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
31,0.1287589300548264,0.10751445086705202,0.0,0.3,0.08823529411764706,0.4,0.19047619047619047,0.1,0.1,0.3,0.21428571428571427,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
32,0.1329124439275627,0.11098265895953757,0.0,0.3,0.08823529411764706,0.5,0.23809523809523808,0.1,0.1,0.3,0.21428571428571427,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
33,0.13706595780029907,0.11213872832369942,0.0,0.3,0.08823529411764706,0.5,0.23809523809523808,0.1,0.1,0.3,0.21428571428571427,0.3,0.2727272727272727,0.1,0.05555555555555555,0.3,0.1,0.1,0.09090909090909091,0.1,0.041666666666666664
