Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected)
1,0.004106438896189225,0.016666666666666666,0.0,0.0,0.0,0.1,0.07692307692307693
2,0.00821287779237845,0.016666666666666666,0.0,0.0,0.0,0.1,0.07692307692307693
3,0.012319316688567674,0.025,0.0,0.0,0.0,0.1,0.07692307692307693
4,0.0164257555847569,0.025,0.0,0.0,0.0,0.1,0.07692307692307693
5,0.020532194480946123,0.025,0.0,0.0,0.0,0.1,0.07692307692307693
6,0.024638633377135347,0.03333333333333333,0.0,0.0,0.0,0.1,0.07692307692307693
7,0.02874507227332457,0.03333333333333333,0.0,0.0,0.0,0.1,0.07692307692307693
8,0.0328515111695138,0.03333333333333333,0.0,0.0,0.0,0.1,0.07692307692307693
9,0.03695795006570302,0.03333333333333333,0.0,0.0,0.0,0.1,0.07692307692307693
10,0.04106438896189225,0.041666666666666664,0.0,0.0,0.0,0.2,0.15384615384615385
11,0.04517082785808147,0.041666666666666664,0.0,0.0,0.0,0.2,0.15384615384615385
12,0.049277266754270695,0.041666666666666664,0.0,0.0,0.0,0.2,0.15384615384615385
13,0.05338370565045992,0.058333333333333334,0.0,0.1,0.09090909090909091,0.2,0.15384615384615385
14,0.05749014454664914,0.06666666666666667,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
15,0.061596583442838374,0.06666666666666667,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
16,0.0657030223390276,0.075,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
17,0.06980946123521682,0.075,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
18,0.07391590013140605,0.075,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
19,0.07802233902759527,0.08333333333333333,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
20,0.0821287779237845,0.09166666666666666,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
21,0.08623521681997372,0.09166666666666666,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
22,0.09034165571616294,0.09166666666666666,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
23,0.09444809461235217,0.1,0.0,0.2,0.18181818181818182,0.2,0.15384615384615385
24,0.09855453350854139,0.125,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
25,0.10266097240473061,0.125,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
26,0.10676741130091984,0.125,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
27,0.11087385019710906,0.13333333333333333,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
28,0.11498028909329829,0.13333333333333333,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
29,0.11908672798948752,0.13333333333333333,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
30,0.12319316688567675,0.13333333333333333,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
31,0.12729960578186597,0.13333333333333333,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
32,0.1314060446780552,0.14166666666666666,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
33,0.13551248357424442,0.14166666666666666,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
34,0.13961892247043364,0.15,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
35,0.14372536136662287,0.15,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
36,0.1478318002628121,0.15,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
37,0.15193823915900131,0.15833333333333333,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
38,0.15604467805519054,0.16666666666666666,0.0,0.2,0.18181818181818182,0.3,0.23076923076923078
39,0.16015111695137976,0.18333333333333332,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
40,0.164257555847569,0.2,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
41,0.1683639947437582,0.2,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
42,0.17247043363994743,0.2,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
43,0.17657687253613666,0.2,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
44,0.18068331143232588,0.2,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
45,0.1847897503285151,0.23333333333333334,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
46,0.18889618922470433,0.23333333333333334,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
47,0.19300262812089355,0.23333333333333334,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
48,0.19710906701708278,0.23333333333333334,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
49,0.201215505913272,0.23333333333333334,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
50,0.20532194480946123,0.23333333333333334,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
51,0.20942838370565045,0.23333333333333334,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
52,0.21353482260183967,0.23333333333333334,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
53,0.2176412614980289,0.23333333333333334,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
54,0.22174770039421812,0.23333333333333334,0.0,0.3,0.2727272727272727,0.4,0.3076923076923077
55,0.22585413929040735,0.24166666666666667,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
56,0.22996057818659657,0.25,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
57,0.2340670170827858,0.25,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
58,0.23817345597897505,0.25,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
59,0.24227989487516427,0.25,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
60,0.2463863337713535,0.25,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
61,0.2504927726675427,0.25,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
62,0.25459921156373194,0.25,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
63,0.25870565045992117,0.25,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
64,0.2628120893561104,0.25833333333333336,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
65,0.2669185282522996,0.25833333333333336,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
66,0.27102496714848884,0.25833333333333336,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
67,0.27513140604467806,0.26666666666666666,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
68,0.2792378449408673,0.26666666666666666,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
69,0.2833442838370565,0.275,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
70,0.28745072273324573,0.275,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
71,0.29155716162943496,0.275,0.0,0.4,0.36363636363636365,0.4,0.3076923076923077
72,0.2956636005256242,0.2833333333333333,0.0,0.4,0.36363636363636365,0.5,0.38461538461538464
73,0.2997700394218134,0.2833333333333333,0.0,0.4,0.36363636363636365,0.5,0.38461538461538464
74,0.30387647831800263,0.2916666666666667,0.0,0.4,0.36363636363636365,0.6,0.46153846153846156
75,0.30798291721419185,0.3,0.0,0.4,0.36363636363636365,0.6,0.46153846153846156
76,0.3120893561103811,0.3,0.0,0.4,0.36363636363636365,0.6,0.46153846153846156
77,0.3161957950065703,0.3,0.0,0.4,0.36363636363636365,0.6,0.46153846153846156
78,0.3203022339027595,0.3,0.0,0.4,0.36363636363636365,0.6,0.46153846153846156
79,0.32440867279894875,0.30833333333333335,0.0,0.4,0.36363636363636365,0.6,0.46153846153846156
80,0.328515111695138,0.31666666666666665,0.0,0.4,0.36363636363636365,0.6,0.46153846153846156
81,0.3326215505913272,0.3333333333333333,0.0,0.4,0.36363636363636365,0.6,0.46153846153846156
82,0.3367279894875164,0.3333333333333333,0.0,0.4,0.36363636363636365,0.6,0.46153846153846156
83,0.34083442838370565,0.3333333333333333,0.0,0.4,0.36363636363636365,0.6,0.46153846153846156
84,0.34494086727989487,0.3333333333333333,0.0,0.4,0.36363636363636365,0.6,0.46153846153846156
85,0.3490473061760841,0.3416666666666667,0.0,0.4,0.36363636363636365,0.6,0.46153846153846156
86,0.3531537450722733,0.35833333333333334,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
87,0.35726018396846254,0.35833333333333334,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
88,0.36136662286465177,0.35833333333333334,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
89,0.365473061760841,0.35833333333333334,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
90,0.3695795006570302,0.35833333333333334,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
91,0.37368593955321944,0.35833333333333334,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
92,0.37779237844940866,0.35833333333333334,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
93,0.3818988173455979,0.35833333333333334,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
94,0.3860052562417871,0.35833333333333334,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
95,0.39011169513797633,0.36666666666666664,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
96,0.39421813403416556,0.375,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
97,0.3983245729303548,0.375,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
98,0.402431011826544,0.375,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
99,0.40653745072273323,0.375,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
100,0.41064388961892245,0.375,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
101,0.4147503285151117,0.375,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
102,0.4188567674113009,0.375,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
103,0.4229632063074901,0.375,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
104,0.42706964520367935,0.375,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
105,0.4311760840998686,0.38333333333333336,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
106,0.4352825229960578,0.38333333333333336,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
107,0.439388961892247,0.38333333333333336,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
108,0.44349540078843624,0.38333333333333336,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
109,0.44760183968462547,0.38333333333333336,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
110,0.4517082785808147,0.39166666666666666,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
111,0.4558147174770039,0.39166666666666666,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
112,0.45992115637319314,0.4083333333333333,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
113,0.46402759526938236,0.4083333333333333,0.0,0.5,0.45454545454545453,0.6,0.46153846153846156
114,0.4681340341655716,0.4166666666666667,0.0,0.5,0.45454545454545453,0.7,0.5384615384615384
115,0.47224047306176087,0.4166666666666667,0.0,0.5,0.45454545454545453,0.7,0.5384615384615384
116,0.4763469119579501,0.4166666666666667,0.0,0.5,0.45454545454545453,0.7,0.5384615384615384
117,0.4804533508541393,0.425,0.0,0.6,0.5454545454545454,0.7,0.5384615384615384
118,0.48455978975032854,0.44166666666666665,0.0,0.6,0.5454545454545454,0.8,0.6153846153846154
119,0.48866622864651776,0.44166666666666665,0.0,0.6,0.5454545454545454,0.8,0.6153846153846154
120,0.492772667542707,0.44166666666666665,0.0,0.6,0.5454545454545454,0.8,0.6153846153846154
121,0.4968791064388962,0.4583333333333333,0.0,0.6,0.5454545454545454,0.8,0.6153846153846154
122,0.5009855453350854,0.4666666666666667,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
123,0.5050919842312747,0.4666666666666667,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
124,0.5091984231274639,0.4666666666666667,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
125,0.5133048620236531,0.4666666666666667,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
126,0.5174113009198423,0.4666666666666667,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
127,0.5215177398160316,0.49166666666666664,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
128,0.5256241787122208,0.49166666666666664,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
129,0.52973061760841,0.5083333333333333,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
130,0.5338370565045992,0.5083333333333333,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
131,0.5379434954007885,0.5083333333333333,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
132,0.5420499342969777,0.5166666666666667,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
133,0.5461563731931669,0.525,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
134,0.5502628120893561,0.525,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
135,0.5543692509855453,0.5333333333333333,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
136,0.5584756898817346,0.5333333333333333,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
137,0.5625821287779238,0.5416666666666666,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
138,0.566688567674113,0.55,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
139,0.5707950065703022,0.55,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
140,0.5749014454664915,0.55,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
141,0.5790078843626807,0.55,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
142,0.5831143232588699,0.5583333333333333,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
143,0.5872207621550591,0.5583333333333333,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
144,0.5913272010512484,0.5583333333333333,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
145,0.5954336399474376,0.5583333333333333,0.0,0.7,0.6363636363636364,0.8,0.6153846153846154
146,0.5995400788436268,0.5666666666666667,0.0,0.8,0.7272727272727273,0.8,0.6153846153846154
147,0.603646517739816,0.5666666666666667,0.0,0.8,0.7272727272727273,0.8,0.6153846153846154
148,0.6077529566360053,0.5833333333333334,0.0,0.8,0.7272727272727273,0.8,0.6153846153846154
149,0.6118593955321945,0.5833333333333334,0.0,0.8,0.7272727272727273,0.8,0.6153846153846154
150,0.6159658344283837,0.5833333333333334,0.0,0.8,0.7272727272727273,0.8,0.6153846153846154
