Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected),Pattern 8 (%),Pattern 8 (% Detected)
1,0.004153513872736335,0.003468208092485549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00830702774547267,0.008092485549132947,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012460541618209005,0.012716763005780347,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01661405549094534,0.017341040462427744,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020767569363681675,0.023121387283236993,0.0,0.1,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.02492108323641801,0.028901734104046242,0.0,0.2,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.029074597109154346,0.035838150289017344,0.0,0.3,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0
8,0.03322811098189068,0.03930635838150289,0.0,0.3,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0
9,0.03738162485462702,0.04161849710982659,0.0,0.3,0.08823529411764706,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0
10,0.04153513872736335,0.04508670520231214,0.0,0.3,0.08823529411764706,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.0
