Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected)
1,0.004043344654698367,0.0035087719298245615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008086689309396733,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012130033964095099,0.014035087719298246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016173378618793467,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.1,0.047619047619047616
5,0.020216723273491832,0.02456140350877193,0.0,0.0,0.0,0.0,0.0,0.1,0.047619047619047616
6,0.024260067928190198,0.031578947368421054,0.0,0.1,0.043478260869565216,0.0,0.0,0.1,0.047619047619047616
7,0.028303412582888564,0.03508771929824561,0.0,0.1,0.043478260869565216,0.0,0.0,0.1,0.047619047619047616
8,0.03234675723758693,0.03859649122807018,0.0,0.1,0.043478260869565216,0.0,0.0,0.1,0.047619047619047616
9,0.036390101892285295,0.042105263157894736,0.0,0.1,0.043478260869565216,0.0,0.0,0.1,0.047619047619047616
10,0.040433446546983665,0.0456140350877193,0.0,0.1,0.043478260869565216,0.0,0.0,0.2,0.09523809523809523
11,0.044476791201682034,0.04912280701754386,0.0,0.1,0.043478260869565216,0.0,0.0,0.2,0.09523809523809523
12,0.048520135856380396,0.04912280701754386,0.0,0.1,0.043478260869565216,0.0,0.0,0.2,0.09523809523809523
13,0.052563480511078765,0.04912280701754386,0.0,0.1,0.043478260869565216,0.0,0.0,0.2,0.09523809523809523
14,0.05660682516577713,0.04912280701754386,0.0,0.1,0.043478260869565216,0.0,0.0,0.2,0.09523809523809523
15,0.0606501698204755,0.056140350877192984,0.0,0.1,0.043478260869565216,0.0,0.0,0.2,0.09523809523809523
16,0.06469351447517387,0.056140350877192984,0.0,0.1,0.043478260869565216,0.0,0.0,0.2,0.09523809523809523
17,0.06873685912987224,0.05964912280701754,0.0,0.1,0.043478260869565216,0.0,0.0,0.2,0.09523809523809523
18,0.07278020378457059,0.07017543859649122,0.0,0.3,0.13043478260869565,0.0,0.0,0.2,0.09523809523809523
19,0.07682354843926896,0.07017543859649122,0.0,0.3,0.13043478260869565,0.0,0.0,0.2,0.09523809523809523
20,0.08086689309396733,0.07017543859649122,0.0,0.3,0.13043478260869565,0.0,0.0,0.2,0.09523809523809523
21,0.0849102377486657,0.08421052631578947,0.0,0.3,0.13043478260869565,0.0,0.0,0.2,0.09523809523809523
22,0.08895358240336407,0.08771929824561403,0.0,0.3,0.13043478260869565,0.0,0.0,0.2,0.09523809523809523
23,0.09299692705806242,0.08771929824561403,0.0,0.3,0.13043478260869565,0.0,0.0,0.2,0.09523809523809523
24,0.09704027171276079,0.0912280701754386,0.0,0.3,0.13043478260869565,0.0,0.0,0.3,0.14285714285714285
25,0.10108361636745916,0.09473684210526316,0.0,0.3,0.13043478260869565,0.0,0.0,0.3,0.14285714285714285
26,0.10512696102215753,0.09824561403508772,0.0,0.3,0.13043478260869565,0.0,0.0,0.3,0.14285714285714285
27,0.1091703056768559,0.10175438596491228,0.0,0.3,0.13043478260869565,0.0,0.0,0.3,0.14285714285714285
28,0.11321365033155426,0.11228070175438597,0.0,0.5,0.21739130434782608,0.0,0.0,0.3,0.14285714285714285
29,0.11725699498625262,0.11578947368421053,0.0,0.5,0.21739130434782608,0.0,0.0,0.3,0.14285714285714285
30,0.121300339640951,0.11929824561403508,0.0,0.5,0.21739130434782608,0.0,0.0,0.4,0.19047619047619047
31,0.12534368429564935,0.12280701754385964,0.0,0.5,0.21739130434782608,0.0,0.0,0.4,0.19047619047619047
32,0.12938702895034773,0.12631578947368421,0.0,0.5,0.21739130434782608,0.0,0.0,0.4,0.19047619047619047
33,0.1334303736050461,0.12982456140350876,0.0,0.5,0.21739130434782608,0.0,0.0,0.4,0.19047619047619047
34,0.13747371825974447,0.14035087719298245,0.0,0.5,0.21739130434782608,0.0,0.0,0.4,0.19047619047619047
35,0.14151706291444283,0.14035087719298245,0.0,0.5,0.21739130434782608,0.0,0.0,0.4,0.19047619047619047
36,0.14556040756914118,0.14035087719298245,0.0,0.5,0.21739130434782608,0.0,0.0,0.4,0.19047619047619047
37,0.14960375222383956,0.14385964912280702,0.0,0.5,0.21739130434782608,0.0,0.0,0.4,0.19047619047619047
38,0.15364709687853792,0.14736842105263157,0.0,0.6,0.2608695652173913,0.0,0.0,0.4,0.19047619047619047
39,0.1576904415332363,0.1543859649122807,0.0,0.7,0.30434782608695654,0.0,0.0,0.4,0.19047619047619047
40,0.16173378618793466,0.15789473684210525,0.0,0.7,0.30434782608695654,0.0,0.0,0.5,0.23809523809523808
41,0.165777130842633,0.1649122807017544,0.0,0.7,0.30434782608695654,0.0,0.0,0.5,0.23809523809523808
42,0.1698204754973314,0.1649122807017544,0.0,0.7,0.30434782608695654,0.0,0.0,0.5,0.23809523809523808
43,0.17386382015202975,0.1649122807017544,0.0,0.7,0.30434782608695654,0.0,0.0,0.5,0.23809523809523808
44,0.17790716480672814,0.17543859649122806,0.0,0.7,0.30434782608695654,0.0,0.0,0.5,0.23809523809523808
45,0.1819505094614265,0.17894736842105263,0.0,0.7,0.30434782608695654,0.1,0.07692307692307693,0.5,0.23809523809523808
46,0.18599385411612485,0.18596491228070175,0.0,0.7,0.30434782608695654,0.1,0.07692307692307693,0.6,0.2857142857142857
47,0.19003719877082323,0.18596491228070175,0.0,0.7,0.30434782608695654,0.1,0.07692307692307693,0.6,0.2857142857142857
