Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected)
1,0.004170837504170837,0.008832188420019628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008341675008341674,0.011776251226692836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012512512512512513,0.015701668302257114,0.0,0.1,0.006578947368421052,0.0,0.0,0.0,0.0,0.2,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01668335001668335,0.020608439646712464,0.0,0.2,0.013157894736842105,0.0,0.0,0.0,0.0,0.3,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020854187520854186,0.02453385672227674,0.0,0.3,0.019736842105263157,0.0,0.0,0.0,0.0,0.3,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.025025025025025027,0.03042198233562316,0.0,0.4,0.02631578947368421,0.0,0.0,0.0,0.0,0.3,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.029195862529195864,0.033366045142296366,0.0,0.4,0.02631578947368421,0.0,0.0,0.0,0.0,0.3,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0333667000333667,0.03631010794896958,0.0,0.4,0.02631578947368421,0.0,0.0,0.0,0.0,0.3,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.03753753753753754,0.04317958783120707,0.0,0.4,0.02631578947368421,0.0,0.0,0.0,0.0,0.3,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.04170837504170837,0.04416094210009813,0.0,0.4,0.02631578947368421,0.0,0.0,0.0,0.0,0.3,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.04587921254587921,0.050049067713444556,0.0,0.4,0.02631578947368421,0.1,0.034482758620689655,0.0,0.0,0.4,0.04597701149425287,0.0,0.0,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
12,0.05005005005005005,0.052011776251226695,0.0,0.4,0.02631578947368421,0.1,0.034482758620689655,0.0,0.0,0.4,0.04597701149425287,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
13,0.05422088755422089,0.0549558390578999,0.0,0.4,0.02631578947368421,0.1,0.034482758620689655,0.0,0.0,0.4,0.04597701149425287,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
14,0.05839172505839173,0.06378802747791953,0.0,0.6,0.039473684210526314,0.1,0.034482758620689655,0.0,0.0,0.5,0.05747126436781609,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
15,0.06256256256256257,0.06771344455348381,0.0,0.7,0.046052631578947366,0.1,0.034482758620689655,0.0,0.0,0.5,0.05747126436781609,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
16,0.0667334000667334,0.07262021589793916,0.0,0.8,0.05263157894736842,0.1,0.034482758620689655,0.0,0.0,0.5,0.05747126436781609,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
17,0.07090423757090424,0.0775269872423945,0.0,0.9,0.05921052631578947,0.1,0.034482758620689655,0.0,0.0,0.5,0.05747126436781609,0.1,0.07692307692307693,0.1,0.07692307692307693,0.1,0.08333333333333333,0.0,0.0
18,0.07507507507507508,0.08047105004906771,0.0,0.9,0.05921052631578947,0.1,0.034482758620689655,0.0,0.0,0.5,0.05747126436781609,0.1,0.07692307692307693,0.1,0.07692307692307693,0.1,0.08333333333333333,0.0,0.0
19,0.07924591257924592,0.08439646712463199,0.0,1.0,0.06578947368421052,0.1,0.034482758620689655,0.0,0.0,0.5,0.05747126436781609,0.1,0.07692307692307693,0.3,0.23076923076923078,0.1,0.08333333333333333,0.0,0.0
20,0.08341675008341674,0.08832188420019627,0.0,1.0,0.07236842105263158,0.1,0.034482758620689655,0.0,0.0,0.5,0.05747126436781609,0.1,0.07692307692307693,0.4,0.3076923076923077,0.1,0.08333333333333333,0.0,0.0
