Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected)
1,0.004170837504170837,0.003925417075564278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008341675008341674,0.010794896957801767,0.0,0.2,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012512512512512513,0.012757605495583905,0.0,0.3,0.019736842105263157,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01668335001668335,0.016683022571148183,0.0,0.4,0.02631578947368421,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020854187520854186,0.018645731108930325,0.0,0.5,0.03289473684210526,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
6,0.025025025025025027,0.022571148184494603,0.0,0.5,0.03289473684210526,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
7,0.029195862529195864,0.02453385672227674,0.0,0.6,0.039473684210526314,0.0,0.0,0.1,0.1,0.1,0.011494252873563218,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
8,0.0333667000333667,0.02747791952894995,0.0,0.6,0.039473684210526314,0.0,0.0,0.1,0.1,0.1,0.011494252873563218,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
9,0.03753753753753754,0.0323846908734053,0.0,0.8,0.05263157894736842,0.0,0.0,0.1,0.1,0.1,0.011494252873563218,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
10,0.04170837504170837,0.038272816486751716,0.0,1.0,0.06578947368421052,0.0,0.0,0.1,0.1,0.1,0.011494252873563218,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
11,0.04587921254587921,0.04121687929342493,0.0,1.0,0.06578947368421052,0.0,0.0,0.1,0.1,0.1,0.011494252873563218,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
12,0.05005005005005005,0.04612365063788027,0.0,1.0,0.07894736842105263,0.0,0.0,0.1,0.1,0.1,0.011494252873563218,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
13,0.05422088755422089,0.050049067713444556,0.0,1.0,0.08552631578947369,0.0,0.0,0.1,0.1,0.1,0.011494252873563218,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
14,0.05839172505839173,0.053974484789008834,0.0,1.0,0.09210526315789473,0.0,0.0,0.1,0.1,0.1,0.011494252873563218,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.0,0.0
15,0.06256256256256257,0.05593719332679097,0.0,1.0,0.09210526315789473,0.0,0.0,0.1,0.1,0.1,0.011494252873563218,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.1,0.09090909090909091
16,0.0667334000667334,0.06182531894013739,0.0,1.0,0.09868421052631579,0.0,0.0,0.1,0.1,0.1,0.011494252873563218,0.1,0.07692307692307693,0.2,0.15384615384615385,0.0,0.0,0.1,0.09090909090909091
17,0.07090423757090424,0.06182531894013739,0.0,1.0,0.09868421052631579,0.0,0.0,0.1,0.1,0.1,0.011494252873563218,0.1,0.07692307692307693,0.2,0.15384615384615385,0.0,0.0,0.1,0.09090909090909091
