Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected)
1,0.0041813012209399565,0.005708848715509039,0.0,0.1,0.0017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008362602441879913,0.010466222645099905,0.0,0.5,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012543903662819869,0.021883920076117985,0.0,0.9,0.01592920353982301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016725204883759826,0.025689819219790674,0.0,0.9,0.01592920353982301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020906506104699782,0.03235014272121789,0.0,1.0,0.019469026548672566,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
6,0.025087807325639738,0.04186489058039962,0.0,1.0,0.02831858407079646,0.0,0.0,0.1,0.08333333333333333,0.1,0.1,0.0,0.0
7,0.029269108546579697,0.05233111322549953,0.0,1.0,0.033628318584070796,0.0,0.0,0.1,0.08333333333333333,0.1,0.1,0.0,0.0
8,0.03345040976751965,0.06279733587059944,0.0,1.0,0.04424778761061947,0.0,0.0,0.1,0.08333333333333333,0.1,0.1,0.0,0.0
9,0.03763171098845961,0.071360608943863,0.0,1.0,0.05309734513274336,0.0,0.0,0.1,0.08333333333333333,0.1,0.1,0.0,0.0
10,0.041813012209399564,0.07992388201712655,0.0,1.0,0.06371681415929203,0.0,0.0,0.1,0.08333333333333333,0.1,0.1,0.0,0.0
11,0.04599431343033952,0.09039010466222645,0.0,1.0,0.07610619469026549,0.0,0.0,0.1,0.08333333333333333,0.1,0.1,0.0,0.0
12,0.050175614651279475,0.09990485252140818,0.0,1.0,0.0920353982300885,0.0,0.0,0.1,0.08333333333333333,0.1,0.1,0.0,0.0
