Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected)
1,0.004106438896189225,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00821287779237845,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012319316688567674,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0164257555847569,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020532194480946123,0.03333333333333333,0.0,0.0,0.0,0.0,0.0
6,0.024638633377135347,0.03333333333333333,0.0,0.0,0.0,0.0,0.0
7,0.02874507227332457,0.03333333333333333,0.0,0.0,0.0,0.0,0.0
8,0.0328515111695138,0.03333333333333333,0.0,0.0,0.0,0.0,0.0
9,0.03695795006570302,0.03333333333333333,0.0,0.0,0.0,0.0,0.0
10,0.04106438896189225,0.03333333333333333,0.0,0.0,0.0,0.0,0.0
11,0.04517082785808147,0.06666666666666667,0.0,0.1,0.09090909090909091,0.0,0.0
12,0.049277266754270695,0.06666666666666667,0.0,0.1,0.09090909090909091,0.0,0.0
13,0.05338370565045992,0.06666666666666667,0.0,0.1,0.09090909090909091,0.0,0.0
14,0.05749014454664914,0.06666666666666667,0.0,0.1,0.09090909090909091,0.0,0.0
15,0.061596583442838374,0.06666666666666667,0.0,0.1,0.09090909090909091,0.0,0.0
16,0.0657030223390276,0.06666666666666667,0.0,0.1,0.09090909090909091,0.0,0.0
17,0.06980946123521682,0.06666666666666667,0.0,0.1,0.09090909090909091,0.0,0.0
18,0.07391590013140605,0.06666666666666667,0.0,0.1,0.09090909090909091,0.0,0.0
19,0.07802233902759527,0.06666666666666667,0.0,0.1,0.09090909090909091,0.0,0.0
20,0.0821287779237845,0.06666666666666667,0.0,0.1,0.09090909090909091,0.0,0.0
21,0.08623521681997372,0.06666666666666667,0.0,0.1,0.09090909090909091,0.0,0.0
22,0.09034165571616294,0.06666666666666667,0.0,0.1,0.09090909090909091,0.0,0.0
23,0.09444809461235217,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
24,0.09855453350854139,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
25,0.10266097240473061,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
26,0.10676741130091984,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
27,0.11087385019710906,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
28,0.11498028909329829,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
29,0.11908672798948752,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
30,0.12319316688567675,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
31,0.12729960578186597,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
32,0.1314060446780552,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
33,0.13551248357424442,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
34,0.13961892247043364,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
35,0.14372536136662287,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
36,0.1478318002628121,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
37,0.15193823915900131,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
38,0.15604467805519054,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
39,0.16015111695137976,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
40,0.164257555847569,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
41,0.1683639947437582,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
42,0.17247043363994743,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
43,0.17657687253613666,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
44,0.18068331143232588,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
45,0.1847897503285151,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
46,0.18889618922470433,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
47,0.19300262812089355,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
48,0.19710906701708278,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
49,0.201215505913272,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
50,0.20532194480946123,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
51,0.20942838370565045,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
52,0.21353482260183967,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
53,0.2176412614980289,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
54,0.22174770039421812,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
55,0.22585413929040735,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
56,0.22996057818659657,0.1,0.0,0.1,0.09090909090909091,0.0,0.0
57,0.2340670170827858,0.13333333333333333,0.0,0.1,0.09090909090909091,0.1,0.07692307692307693
58,0.23817345597897505,0.13333333333333333,0.0,0.1,0.09090909090909091,0.1,0.07692307692307693
59,0.24227989487516427,0.13333333333333333,0.0,0.1,0.09090909090909091,0.1,0.07692307692307693
60,0.2463863337713535,0.13333333333333333,0.0,0.1,0.09090909090909091,0.1,0.07692307692307693
61,0.2504927726675427,0.13333333333333333,0.0,0.1,0.09090909090909091,0.1,0.07692307692307693
62,0.25459921156373194,0.13333333333333333,0.0,0.1,0.09090909090909091,0.1,0.07692307692307693
63,0.25870565045992117,0.13333333333333333,0.0,0.1,0.09090909090909091,0.1,0.07692307692307693
64,0.2628120893561104,0.16666666666666666,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
65,0.2669185282522996,0.16666666666666666,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
66,0.27102496714848884,0.16666666666666666,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
67,0.27513140604467806,0.16666666666666666,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
68,0.2792378449408673,0.16666666666666666,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
69,0.2833442838370565,0.2,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
70,0.28745072273324573,0.2,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
71,0.29155716162943496,0.2,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
72,0.2956636005256242,0.2,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
73,0.2997700394218134,0.2,0.0,0.2,0.18181818181818182,0.1,0.07692307692307693
74,0.30387647831800263,0.26666666666666666,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
75,0.30798291721419185,0.26666666666666666,0.0,0.3,0.2727272727272727,0.2,0.15384615384615385
76,0.3120893561103811,0.3,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
77,0.3161957950065703,0.3,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
78,0.3203022339027595,0.3,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
79,0.32440867279894875,0.3,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
80,0.328515111695138,0.3,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
81,0.3326215505913272,0.3,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
82,0.3367279894875164,0.3,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
83,0.34083442838370565,0.3,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
84,0.34494086727989487,0.3,0.0,0.3,0.2727272727272727,0.3,0.23076923076923078
